MKOA WA NJOMBE,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Line (Km),,Distribution Transformer (kVA),,,LV (km),,,Customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total
Njombe,Njombe, Njombe TC,Njombe Mjini,Iwungilo,Ngalanga,180,Njomlole,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Lugenge,181,Unyamle,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Lugenge,182,Vilenga,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Lugenge,183,Ihelo,,1.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kiyaula,184,Madobole,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kiyaula,185,Idilu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kiyaula,186,Iyayi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kiyaula,187,Makufa,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kisilo,188,Mhenye,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kisilo,189,Mapila,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kisilo,190,Lugao,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Kisilo,191,Mtela,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Idihani,192,Ulindiwa,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Idihani,193,Uyagilo,,3.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Idihani,194,Idihani,,2.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Lugenge,Idihani,195,Mawala,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Ihanga,Mgala,196,Luwengi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Mfereke,197,Idunda,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Mfereke,198,Ilunga,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Mfereke,199,Mheve,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Mfereke,200,Mfereke chini,,2.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Utalingolo,201,Ruhuji,,2.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Utalingolo,202,Iliwa,,1.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Utalingolo,203,Ifuna,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Ihalula,204,Magema,,2.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Ihalula,205,Mtakuja,,2.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Ihalula,206,Madihani,,1.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Ihalula,207,Ng’imbi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Utalingoro,Ihalula,208,Wikichi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Luponde,Luponde,209,Mlogelwa,,0.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe, Njombe TC,Njombe Mjini,Luponde,Luponde,210,Mjimwema,,0.6,1,0,0,2.0,1.0,3.0,30,2,32
MAKAMBAKO TOWN COUNCIL-VILLAGES,,,,,,,,,,,,,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Ibatu,211,Kinega,,5.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Ibatu,212,Isaula,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mbugani,213,Mtanga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mbugani,214,Itulike,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mbugani,215,Kichangani,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mtulingala,216,Manzese,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mtulingala,217,Mtulingala,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mtulingala,218,Mji Mwema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Mtulingala,219,Kidete,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Nyamande,220,Uchachikile A,,0.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Nyamande,221,"Uchachikile ""B""",,,,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Nyamande,222,Kwamangula,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Kitandililo,223,Mwongozo,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Kitandililo,224,Madaraka,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Kitandililo,225,Mfumbi,,11.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Kitandililo,Kitandililo,226,Ulinzi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Manga,227,Mvengi ''A'',,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Manga,228,"Mvengi ""B""",,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Kifumbe,229,Matengini,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Kifumbe,230,Msesule,,0.9,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Kifumbe,231,Isaula/Wangama,,0.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Kifumbe,232,Mjimwema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mahongole,233,"Mahongole ""B""",,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mahongole,234,Ibedanja,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mahongole,235,Njiapanda,,0.9,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mahongole,236,Ilunda,,5.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Usetule,237,"Mhomela ""A""",,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Usetule,238,"Mhomela ""B""",,1.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Usetule,239,Magomati,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Usetule,240,Melela,,3.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mtanga,241,Makenekene,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mtanga,242,Nung'ano,,4.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mtanga,243,Ilambo,,1.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Mahongole,Mtanga,244,Kigoda,,7.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Utengule,245,Mbweni,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Utengule,246,Lundukali,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Mawande,247,Muungano,,0.9,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Mawande,248,Lugalo,,,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Ngamanga,249,Tukuyu,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Ngamanga,250,Ihami,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Njombe,Makambako TC,Makambako,Utengule,Ngamanga,251,Igalavi,,1.1,1,0,0,2.0,1.0,3.0,30,2,32
JUMLA NDOGO,,,,,,251,251,4.1,302.6,238,10,0,504.0,252.0,756.0,"7,560",504,"8,064"
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kiwe,1,Kisuti,4.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kiwe,2,Lumbila,,,,,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Mawengi,3,Newele,3.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Mawengi,4,Ikulu,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Mawengi,5,Mheza,,,,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kitewele,6,Mapelele,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kitewele,7,Lutika,7.3,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kitewele,8,Mpanda,5.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mawengi,Kitewele,9,Mdonga ,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Ibumi,10,Morogoro,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Ibumi,11,Msumbiji,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Ibumi,12,Nyamalamba,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Ibumi,13,Mkerema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Ibumi,14,Mpanga,,4.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ibumi,Masimavalafu,15,Mashariki,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Ludende,16,Masita,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Ludende,17,Mpumbwi,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Madindo,18,Madindo,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Maholong'wa,19,Maholong'wa,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Maholong'wa,20,Maboga,,1.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Maholong'wa,21,Kihenyena,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Maholong'wa,22,Ndilima,,2.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ludende,Mapogoro,23,Mpocho,2.4,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lupanga,24,Kinyika,1.1,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lupanga,25,Mayokola,1.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lupanga,26,Mapyufya,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lupanga,27,Mchalawa,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Utilili,28,Mlumblu,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Utilili,29,Janzikona,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Utilili,30,Mjange,3.2,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Utilili,31,Mahanje,0.9,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,32,Kijiweni,0.9,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,33,Morogoro,2.3,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,34,Kivukoni,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,35,Idete,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,36,Lufumbo,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lusala,37,Ikulungilo,1.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lufumbu,38,Ihonjogoro,1.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lufumbu,39,Maganga,0.8,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lufumbu,40,Itiwili,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Lufumbu,41,Itoki,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupanga,Ligumbiro,42,Masaula,2.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lubonde,Mkiu,43,Lubonde,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lubonde,Mkiu,44,Magasivalale,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lubonde,Mkiu,45,Nyamwihake,2.1,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lubonde,Masimbwe,46,Mselesele,2.8,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lubonde,Masimbwe,47,Igelango,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lugarawa,Mdilidili,48,Mavula,3.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lugarawa,Shaurimoyo,49,Myombo,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lugarawa,Shaurimoyo,50,Mwendapole,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mundindi,Njelela,51,Mwembetogwa,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mundindi,Njelela,52,Mbugani,,3.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mundindi,Amani,53,Chimbo (Dodoma),,3.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madope,Madope,54,Mlingano,3.6,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madope,Mangalanyene,55,Ligelango,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madope,Luvuyo,56,Mjimwema,0.0,,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madope,Luvuyo,57,Mking'ino,10.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madilu,Madilu,58,Temeke,1.4,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madilu,Madilu,59,Mpocho,2.9,,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madilu,Ilininda,60,Mjimwema,5.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madilu,Ilininda,61,Njodeko,1.1,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Madilu,Ilininda,62,Temeke,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Mkongobaki,63,Ushirikiano,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Mkongobaki,64,Mpechi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Lipangala,65,Mnoge,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Lipangala,66,Mhumbi,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Lipangala,67,Kidingili,,1.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Ugera,68,Kigina,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Mkongobaki,Ugera,69,Ushirikiano,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Mbongo,70,Mbongo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Mbongo,71,Isota,,3.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Mbongo,72,Lutala,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Mbongo,73,Mbande,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Mbongo,74,Kisaula,,4.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Nsungu,75,Nyakaula,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Manda,Nsungu,76,Nyanyama,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Masasi,Lihagule,77,Nkongoleko,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Masasi,Lihagule,78,Ndengele,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Masasi,Lihagule,79,Ndika,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Ilela,80,Ibugulu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Ngelenge,81,Kivukoni,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Kipingu,82,Pantoni,,1.9,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Kipingu,83,Msafiri,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,84,Ntiule,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,85,Idusi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,86,Nyamalapi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,87,Mhambalasi A,,21.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Kimalembe,88,Mjimwema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Iwela,89,Kilomsi,,3.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Iwela,90,Kibo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Kipangala,91,Kipangala Kati,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Kipangala,92,Kipangala ,,1.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Lifua,93,Liumba,,7.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Liughai,94,Ndambasi,,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,95,Ndamba,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,96,Lusota,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,97,Mbweya,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,98,Lunyangi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,99,Ntuliki,1.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,100,Likwakwa,1.8,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,101,Kimata kati,5.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,102,Lulandao,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,103,Lusisi,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,104,Liunji,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,105,Mwelisye,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,106,Lukuu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,107,Mpunda,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,108,Lwambo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,109,Kilindi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,110,Ntungu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,111,Kiwigili,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Nsisi,112,Ntalawanda,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Lumbila,113,Mabatini,,,0,1,0,2.0,1.0,3.0,30,2,32
