MKOA WA SIMIYU,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Line (Km),,Distribution Transformer (kVA),,,LV (km),,,Customers,,
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Mwabadimi,173,Mwanyeye,,0.0,1,,,3.0,2.0,5.0,35,4,39
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Jilago,174,Mwamabungo,,0.0,,1,,4.0,2.0,6.0,92,4,96
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Ilambambasa,175,Imilamate,,2.0,1,,,3.0,2.0,5.0,63,5,68
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Ilambambasa,176,Kilimi,,0.0,1,,,4.0,2.0,6.0,73,6,79
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Zebeya,177,Kabale,,4.2,,1,,4.0,3.0,7.0,208,5,213
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Senani,Mbugamita,178,Mbugamita,,0.0,1,,,4.0,2.0,6.0,280,10,290
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Ipililo,179,Isiga,,0.0,,1,,4.0,3.0,7.0,230,8,238
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Ipililo,180,Ngato,,1.3,1,,,4.0,2.0,6.0,210,7,217
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Mwamitumai,181,Masololo,,1.2,1,,,3.0,2.0,5.0,216,4,220
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Ikungulyankoma,182,Ikungulyankoma,,0.0,,1,,4.0,3.0,7.0,157,10,167
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Mwakabeya,183,Mwamigwa,,1.2,1,,,3.0,2.0,5.0,65,3,68
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Songambele,184,Ilomelo,,0.0,1,,,4.0,2.0,6.0,88,4,92
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Ipililo,Songambele,185,Mwabuyunge,,3.2,,1,,4.0,2.0,6.0,90,7,97
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Binza,,186,Mwambagaya,,3.0,1,,,3.0,1.0,4.0,70,2,72
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Binza,,187,Bugarama,,3.6,,1,,2.0,1.0,3.0,60,4,64
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Binza,,188,Mwandete,,4.9,1,,,3.0,1.0,4.0,50,2,52
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Binza,,189,Chuli,,1.0,1,,,4.0,1.0,5.0,63,1,64
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Binza,,190,Nyamasaka,,3.2,1,,,3.0,1.0,4.0,43,1,44
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Sola,,191,Mwabayanda,,1.0,1,,,3.0,1.0,4.0,95,3,98
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Sola,,192,Mwamalole,,0.5,,1,,3.0,1.0,4.0,92,2,94
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Nyalikungu,,193,Matale,,0.5,1,,,3.0,1.0,4.0,51,2,53
Simiyu,Maswa,Maswa DC,Maswa Mashariki,Nyalikungu,,194,Mwanzugi,,1.0,1,,,3.0,2.0,5.0,107,2,109
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Gulug'washi,195,Hinduki,,0.5,1,,,4.0,2.0,6.0,177,7,184
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,196,Masaladi,,1.0,1,,,3.0,2.0,5.0,85,5,90
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,197,Nyanhundu,,0.8,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,198,Bunhiba,,1.9,1,,,3.0,2.0,5.0,80,7,87
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,199,Bugomba,,1.3,1,,,4.0,2.0,6.0,75,5,80
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,200,Mamada,,1.5,1,,,4.0,2.0,6.0,55,5,60
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Malampaka,Bukigi,201,Mwatigi,,2.9,1,,,4.0,2.0,6.0,50,6,56
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mataba,Lali,202,Masanga,,1.9,1,,,4.0,2.0,6.0,100,3,103
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mataba,Lali,203,Ng'hungu,,4.5,,1,,4.0,2.0,6.0,160,5,165
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mataba,Nyabubinza,204,Bushini,,0.0,1,,,4.0,3.0,7.0,80,4,84
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mataba,Nyabubinza,205,Ipanga,,5.2,1,,,4.0,2.0,6.0,70,4,74
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Muhida,206,Maganzo,,0.0,1,,,3.0,2.0,5.0,240,6,246
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Muhida,207,Sulu,,3.1,1,,,4.0,2.0,6.0,190,9,199
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nyashimba,208,Ng'oma,,2.5,,1,,4.0,3.0,7.0,165,4,169
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nyashimba,209,Ng'homi,,3.3,,1,,4.0,3.0,7.0,162,5,167
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nyashimba,210,Itale,,3.7,1,,,4.0,2.0,6.0,140,3,143
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nyashimba,211,Bulugalila,,1.1,1,,,4.0,2.0,6.0,96,4,100
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Jihu,212,Ng'wabusiga,,0.0,1,,,2.0,2.0,4.0,140,4,144
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Ikungu,213,Kakola,,2.4,,1,,4.0,2.0,6.0,120,7,127
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Ikungu,214,Mwanula,,4.0,1,,,3.0,2.0,5.0,88,4,92
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nhelela,215,Nhelela,,0.0,,1,,4.0,2.0,6.0,200,7,207
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nhelela,216,Kashishi,,0.7,,1,,3.0,2.0,5.0,53,5,58
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Badi,Nhelela,217,Kakola,,0.8,1,,,3.0,2.0,5.0,72,6,78
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwabagalu,218,Mwabasi,,0.0,1,,,4.0,2.0,6.0,70,5,75
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwabagalu,219,Mwaondona,,1.4,1,,,3.0,1.0,4.0,34,4,38
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwabagalu,220,Zagwama,,0.0,1,,,4.0,1.5,5.5,90,3,93
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwanhegele,221,Mwanhegela,,1.5,,1,,4.0,2.0,6.0,90,7,97
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwanhegele,222,Peza,,2.0,1,,,3.0,2.0,5.0,64,3,67
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Kidabu,223,Mwasweya,,1.1,1,,,4.0,1.0,5.0,90,5,95
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Kidabu,224,Mwashiambiti,,2.3,1,,,5.0,2.0,7.0,128,4,132
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwakulilima,225,Mwakulilima,,1.8,1,,,3.0,1.0,4.0,62,3,65
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Mwakulilima,226,Mwalukale,,1.0,,1,,3.0,2.0,5.0,45,2,47
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Igwata,227,Igongwa,,1.1,,1,,4.0,2.0,6.0,90,3,93
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Nyabubinza,Igwata,228,Mwamasangu,,1.0,1,,,5.0,2.0,7.0,81,3,84
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwang'honoli,229,Mwang'honoli,,1.2,,1,,4.0,2.0,6.0,106,5,111
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwang'honoli,230,Mwamabiti,,0.5,1,,,3.0,1.0,4.0,59,2,61
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwang'honoli,231,Nyalusonzo,,1.6,1,,,3.0,1.0,4.0,45,2,47
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwang'honoli,232,Mwabuhabi,,2.0,1,,,3.0,2.0,5.0,72,3,75
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Zawa,233,Kakola,,1.7,1,,,3.0,1.0,4.0,54,2,56
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Zawa,234,Zawa,,1.7,1,,,3.0,1.0,4.0,53,2,55
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Zawa,235,Mwandile,,0.0,1,,,4.0,2.0,6.0,86,4,90
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Zawa,236,Katenga,,2.0,1,,,3.0,1.0,4.0,51,2,53
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwabulimbu,237,Nyang'huba,,1.5,,1,,4.0,2.0,6.0,128,5,133
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwabulimbu,238,Mwanyolobi/Kishili,,2.5,1,,,4.0,2.0,6.0,121,5,126
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Mwabulimbu,239,Zanziba,,2.5,1,,,3.0,1.0,4.0,45,2,47
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Nganzu,240,Mwanyolobi,,3.0,1,,,4.0,2.0,6.0,110,4,114
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwang'honoli,Nganzu,241,Mwachalo,,2.0,1,,,3.0,2.0,5.0,78,3,81
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Kulimi,242,Tugi,,1.6,,1,,4.0,2.0,6.0,140,5,145
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Kulimi,243,Gong'homa,,1.9,,1,,4.0,2.0,6.0,139,5,144
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Kulimi,244,Zage,,2.9,,1,,4.0,2.0,6.0,149,4,153
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Kulimi,245,Mwanyahena,,0.0,1,,,4.0,2.0,6.0,115,4,119
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Mwamihanza,246,Susunika,,1.0,1,,,3.0,1.0,4.0,69,2,71
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kulimi,Mwamihanza,247,Mwang'hululi,,3.2,1,,,4.0,1.0,5.0,79,2,81
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwabayanda,Mwandu,248,Mwandu,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwabayanda,Ilamata,249,Ilamata (Bubatwa),,2.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwabayanda,Mwabayanda,250,Mwahungu,,2.6,,1,,4.0,2.0,6.0,140,2,142
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwabayanda,Mwabayanda,251,Nhungi,,3.0,,1,,4.0,2.0,6.0,170,3,173
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Mwabayanda,Mwabayanda,252,Mwamiso/Nzugi,,1.5,,1,,5.0,2.0,7.0,200,3,203
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Kadoto,253,Bugesela,,2.5,,1,,4.0,2.0,6.0,144,3,147
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Kadoto,254,Igwata,,1.2,,1,,4.0,2.0,6.0,178,5,183
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Malekano,255,Mwamhuli,,0.9,1,,,3.0,2.0,5.0,91,2,93
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Malekano,256,Mwang'alanga,,0.0,1,,,3.0,1.0,4.0,62,2,64
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Malekano,257,Dashini,,1.7,1,,,3.0,2.0,5.0,104,3,107
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Mwag'anda,258,Dani,,0.9,1,,,3.0,2.0,5.0,113,3,116
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Dulung'wa,259,Mwamilo,,0.0,1,,,4.0,2.0,6.0,140,3,143
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Kadoto,Dulung'wa,260,Nyanguku,,3.7,2,,,5.0,2.0,7.0,130,5,135
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Shishiyu,261,Mwankali,,2.9,1,,,4.0,1.0,5.0,89,2,91
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Shishiyu,262,Bukingwa minzi,,0.8,,1,,4.0,2.0,6.0,164,3,167
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Shishiyu,263,Mwamitumba,,1.1,1,,,3.0,1.0,4.0,61,2,63
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Shishiyu,264,Majengo,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Kakola,265,Kisesa,,0.5,1,,,3.0,1.0,4.0,98,2,100
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Kakola,266,Mwakayela,,2.6,1,,,3.0,1.0,4.0,81,2,83
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwaliga,267,Mwanziligini,,2.8,,1,,5.0,2.0,7.0,115,3,118
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwaliga,268,Mwadubi,,0.0,,1,,5.0,2.0,7.0,138,2,140
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwaliga,269,Kabale,,0.5,,1,,5.0,2.0,7.0,105,2,107
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwatumbe,270,Budula,,0.8,1,,,3.0,1.0,4.0,52,2,54
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwatumbe,271,Mwamatale,,0.0,1,,,4.0,1.0,5.0,90,2,92
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwatumbe,272,Isageng'he,,0.5,1,,,3.0,1.0,4.0,56,2,58
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Shishiyu,Mwatumbe,273,Mwamhuli,,1.4,1,,,4.0,1.0,5.0,86,2,88
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Igunya,274,Tumabu,,2.7,1,,,4.0,2.0,6.0,98,3,101
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Igunya,275,Kisesa,,2.5,1,,,4.0,2.0,6.0,110,3,113
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Igunya,276,Mwandu,,2.2,1,,,4.0,1.0,5.0,118,2,120
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Igunya,277,Ilalucha,,0.9,1,,,3.0,1.0,4.0,58,2,60
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Jija,278,Ibushi,,0.0,1,,,4.0,1.0,5.0,105,3,108
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Jija,279,Mwasigili,,2.0,1,,,4.0,2.0,6.0,132,3,135
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Jija,280,nyang'hingi,,2.2,,1,,5.0,2.0,7.0,139,4,143
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Irobi,281,Mwanginje,,3.5,1,,,4.0,2.0,6.0,154,3,157
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Irobi,282,Irobi,,2.3,1,,,3.0,1.0,4.0,81,2,83
Simiyu,Maswa,Maswa DC,Maswa Magharibi,Jija,Irobi,283,Ilalucha,,2.5,,1,,4.0,2.0,6.0,118,3,121
JUMLA NDOGO,,,,,,283,,0.0,445.9,222,57,1,"1,001.0",536.5,"1,537.5","26,440","1,230","27,670"
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ihale,1,Lukelege,,1.0,0,1,0,0.0,4.0,4.0,97,3,100
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ihale,2,Igunduli,,1.6,1,0,0,0.0,3.5,3.5,117,3,120
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ijitu,3,Ngela,,2.6,2,0,0,0.0,2.5,2.5,46,4,50
Simiyu,Busega,Busega DC,Busega,Kiloleli,Yitwimila 'B',4,Kayenze,,0.8,0,1,0,0.0,3.5,3.5,117,3,120
Simiyu,Busega,Busega DC,Busega,Kiloleli,Yitwimila 'B',5,Nyawa,,1.9,0,1,0,0.0,4.0,4.0,117,3,120
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,6,Kilulu,,2.8,1,0,0,0.0,5.0,5.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,7,Ilumya Kati,,1.8,0,1,0,0.0,3.0,3.0,67,3,70
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,8,Kihalahala,,,1,0,0,0.0,5.0,5.0,135,5,140
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,9,Nyamilama,,1.5,1,0,0,0.0,3.0,3.0,38,2,40
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,10,Mwabuduli,,1.2,2,0,0,0.0,3.0,3.0,106,4,110
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,11,Nyang'homango,,0.0,1,0,0,0.0,3.0,3.0,68,2,70
Simiyu,Busega,Busega DC,Busega,Kiloleli,Ilumya ,12,Ngwanhugwa,,2.2,1,0,0,0.0,2.5,2.5,85,3,88
Simiyu,Busega,Busega DC,Busega,Kiloleli,Yitwimila 'A',13,Bulolambeshi,,0.0,1,0,0,0.0,3.0,3.0,112,3,115
Simiyu,Busega,Busega DC,Busega,Kiloleli,Yitwimila 'A',14,Mwamiselya,,2.2,1,0,0,0.0,3.0,3.0,48,2,50
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Mwamanyili,15,Bukunu,,0.0,1,0,0,0.0,3.2,3.2,68,2,70
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Mwamanyili,16,Mwabasabi,,1.0,0,1,0,0.0,4.0,4.0,145,5,150
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Mwanangi,17,Iselemagaji,,0.5,2,0,0,0.0,1.5,1.5,50,5,55
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Mwanangi,18,Mwenzegu 'A',,0.0,0,1,0,0.0,2.5,2.5,47,3,50
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Milambi,19,Nyangubu,,0.8,0,1,0,0.0,5.0,5.0,68,2,70
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Milambi,20,Ntundu,,0.8,0,1,0,0.0,3.0,3.0,48,1,49
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Milambi,21,Milambi,,1.2,0,1,0,0.0,5.0,5.0,63,3,66
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Nassa ginnery,22,Kanyambogo A,,0.0,0,1,0,0.0,3.0,3.0,150,17,167
Simiyu,Busega,Busega DC,Busega,Mwamanyili,Nassa ginnery,23,Nyankalala,,0.0,1,0,0,0.0,1.5,1.5,54,2,56
Simiyu,Busega,Busega DC,Busega,Nyashimo,Bulima,24,Mwanogi,,1.0,0,1,0,0.0,3.0,3.0,60,2,62
Simiyu,Busega,Busega DC,Busega,Nyashimo,Bulima,25,Nyang'hanga 'B',,0.3,0,1,0,0.0,2.5,2.5,126,7,133
Simiyu,Busega,Busega DC,Busega,Nyashimo,Bulima,26,Ng'wang'alanga,,1.0,0,1,0,0.0,3.0,3.0,68,7,75
Simiyu,Busega,Busega DC,Busega,Nyashimo,Mwagulanja,27,Isuka,,3.6,0,1,0,0.0,4.0,4.0,44,1,45
Simiyu,Busega,Busega DC,Busega,Nyashimo,Bukabile,28,Ibulabuja,,0.0,0,1,0,0.0,3.0,3.0,89,1,90
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Nyaluhande,29,Nyabihale,,3.2,0,1,0,0.0,3.0,3.0,148,2,150
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Nyaluhande,30,Nyang'haya,,0.0,0,2,0,0.0,6.0,6.0,260,6,266
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Nyaluhande,31,Mwapindu,,0.0,0,1,0,0.0,2.5,2.5,148,2,150
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwamkala,32,Mwajombo A,,0.0,0,1,0,0.0,3.0,3.0,52,2,54
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwamkala,33,Mwajombo B,,0.7,0,1,0,0.0,3.0,3.0,89,1,90
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwamkala,34,Nguno,,0.5,0,1,0,0.0,4.0,4.0,127,3,130
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwamkala,35,Mwamkala,,2.6,0,1,0,0.0,3.0,3.0,120,2,122
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwagindi,36,Ishilamazwi,,1.0,0,1,0,0.0,3.0,3.0,49,1,50
Simiyu,Busega,Busega DC,Busega,Nyaluhande,Mwagindi,37,Iwelimo,,0.0,0,1,0,0.0,3.0,3.0,33,2,35
Simiyu,Busega,Busega DC,Busega,Shigala,Shigala,38,Nege,,0.5,0,1,0,0.0,4.0,4.0,165,3,168
Simiyu,Busega,Busega DC,Busega,Shigala,Shigala,39,Langi,,0.0,1,0,0,0.0,2.0,2.0,84,1,85
Simiyu,Busega,Busega DC,Busega,Shigala,Shigala,40,Nyambilingito,,3.0,1,0,0,0.0,3.5,3.5,58,2,60
Simiyu,Busega,Busega DC,Busega,Shigala,Lwangwe,41,Lwangwe,,1.5,0,1,0,0.0,3.0,3.0,65,5,70
Simiyu,Busega,Busega DC,Busega,Shigala,Lwangwe,42,Lulindi,,3.0,0,1,0,0.0,3.0,3.0,58,2,60
Simiyu,Busega,Busega DC,Busega,Shigala,Lwangwe,43,Nyang'oma,,0.0,0,1,0,0.0,4.0,4.0,48,2,50
Simiyu,Busega,Busega DC,Busega,Shigala,Lwangwe,44,Mbiti,,4.0,0,1,0,0.0,3.5,3.5,36,2,38
Simiyu,Busega,Busega DC,Busega,Shigala,Nyamatembe,45,Nyamigamba,,0.0,0,0,0,0.0,1.0,1.0,32,3,35
Simiyu,Busega,Busega DC,Busega,Shigala,Ihayabuyaga A,46,Ilujamizi,,0.0,1,0,0,0.0,3.0,3.0,96,4,100
Simiyu,Busega,Busega DC,Busega,Shigala,Ihayabuyaga A,47,Dumusi,,0.0,1,0,0,0.0,2.0,2.0,78,2,80
Simiyu,Busega,Busega DC,Busega,Shigala,Ihayabuyaga A,48,Mwamisangu,,1.1,0,1,0,0.0,4.0,4.0,195,5,200
Simiyu,Busega,Busega DC,Busega,Shigala,Ihayabuyaga A,49,Chabakali,,0.7,0,0,0,0.0,2.0,2.0,117,3,120
Simiyu,Busega,Busega DC,Busega,Badugu,Busami,50,Nyamonde,,0.0,1,1,0,0.0,5.5,5.5,95,3,98
Simiyu,Busega,Busega DC,Busega,Badugu,Busami,51,Mwamashimba,,0.0,0,1,0,0.0,4.0,4.0,80,2,82
Simiyu,Busega,Busega DC,Busega,Badugu,Busami,52,Mwang'alanga,,1.3,0,1,0,0.0,2.0,2.0,130,2,132
Simiyu,Busega,Busega DC,Busega,Badugu,Busami,53,Nyamigunga,,0.5,0,1,0,0.0,3.0,3.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Badugu,Mwaniga,54,Nyamhela,,0.0,0,1,0,0.0,4.0,4.0,125,2,127
Simiyu,Busega,Busega DC,Busega,Badugu,Mwaniga,55,Bugaga,,0.6,0,0,0,0.0,2.0,2.0,48,2,50
Simiyu,Busega,Busega DC,Busega,Badugu,Mwaniga,56,Kalole,,1.7,0,1,0,0.0,3.0,3.0,59,1,60
Simiyu,Busega,Busega DC,Busega,Badugu,Mwaniga,57,Chawandu,,3.2,0,1,0,0.0,4.0,4.0,52,3,55
Simiyu,Busega,Busega DC,Busega,Badugu,Mwaniga,58,Kulatulu,,0.0,0,1,0,0.0,2.5,2.5,54,1,55
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,59,Ngwang'halanga,,0.5,0,1,0,0.0,3.0,3.0,128,2,130
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,60,Katule,,0.0,0,1,0,0.0,3.0,3.0,83,5,88
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,61,Lusanga,,0.0,1,1,0,0.0,6.0,6.0,67,3,70
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,62,Ilugala 'B',,1.9,1,0,0,0.0,2.0,2.0,28,2,30
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,63,Mizwale 'A',,1.2,0,1,0,0.0,5.0,5.0,113,2,115
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,64,Mwabasabi 'A',,4.1,0,1,0,0.0,3.0,3.0,89,1,90
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,65,Ilugala 'A',,0.8,0,1,0,0.0,4.0,4.0,102,3,105
Simiyu,Busega,Busega DC,Busega,Badugu,Badugu,66,Nyambono,,2.3,1,1,0,0.0,6.0,6.0,126,4,130
Simiyu,Busega,Busega DC,Busega,Badugu,Manala,67,Mwabungusa,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Busega,Busega DC,Busega,Badugu,Manala,68,Mwawaga,,2.8,0,1,0,0.0,3.0,3.0,50,2,52
Simiyu,Busega,Busega DC,Busega,Badugu,Manala,69,Nyabudito,,0.2,1,0,0,0.0,2.0,2.0,58,2,60
Simiyu,Busega,Busega DC,Busega,Kabita,Nyamikoma,70,Fogofogo,,1.2,0,1,1,0.0,2.0,2.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Kabita,Nyamikoma,71,Buchela  A,,1.4,0,1,0,0.0,3.0,3.0,390,10,400
Simiyu,Busega,Busega DC,Busega,Kabita,Nyamikoma B,72,Ng'wawaga,,0.0,0,1,0,0.0,2.0,2.0,57,3,60
Simiyu,Busega,Busega DC,Busega,Kabita,Shimanilwe,73,Mwabasabi,,1.2,1,0,0,0.0,2.5,2.5,35,5,40
Simiyu,Busega,Busega DC,Busega,Kabita,Shimanilwe,74,Kabujaja,,4.1,0,1,0,0.0,3.5,3.5,60,5,65
Simiyu,Busega,Busega DC,Busega,Kabita,Kabita,75,Solima 'A',,0.2,0,1,0,0.0,4.0,4.0,94,6,100
