MKOA WA KILIMANJARO ,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,
Kilimanjaro,Rombo,Rombo DC,Rombo,Chala,Mamsera Chini,8,Mshoweni,,0.8,1,,,1.5,0.6,2.1,33,2,35
Kilimanjaro,Rombo,Rombo DC,Rombo,Chala,Chala,9,Tanya,,0.5,1,,,1.4,0.6,2.0,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Chala,Chala,10,Ndini,,1.0,1,,,1.4,0.6,2.0,67,2,69
Kilimanjaro,Rombo,Rombo DC,Rombo,Chala,Kidondoni,11,Witini Makana,,2.1,1,,,1.4,0.6,2.0,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Chala,Kidondoni,12,Mbononi,,0.5,1,,,1.4,0.6,2.0,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Shimbi Kwandele,Shimbi Mashariki,13,Mokoro,,0.0,1,,,1.8,0.8,2.5,60,2,62
Kilimanjaro,Rombo,Rombo DC,Rombo,Shimbi Kwandele,Shimbi Mashariki,14,Muunga,,0.0,1,,,1.4,0.6,2.0,28,2,30
Kilimanjaro,Rombo,Rombo DC,Rombo,Mrao Keryo,Ushiri,15,Mkomta,,,,,,1.4,0.6,2.0,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Mrao Keryo,Mmomwe,16,Monguo,,1.0,1,,,1.5,0.6,2.1,46,2,48
Kilimanjaro,Rombo,Rombo DC,Rombo,Mrao Keryo,Mmomwe,17,Monguo B,,1.2,1,,,2.1,0.9,3.0,80,2,82
Kilimanjaro,Rombo,Rombo DC,Rombo,Kisale Msaranga,Msaranga,18,Kia Maseleki,,1.2,1,,,1.4,0.6,2.0,65,2,67
Kilimanjaro,Rombo,Rombo DC,Rombo,Kisale Msaranga,Msaranga,19,Kwasuva,,1.2,1,,,1.4,0.6,2.0,46,2,48
Kilimanjaro,Rombo,Rombo DC,Rombo,Kisale Msaranga,Msaranga,20,Ikoneni,,,1,,,1.5,0.7,2.2,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Olele,Kilema,21,Lorio,,0.0,1,,,1.4,0.6,2.0,62,2,64
Kilimanjaro,Rombo,Rombo DC,Rombo,Olele,Kooti,22,Kiruweni,,0.7,1,,,1.1,0.5,1.5,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Marangu Kitowo,Kitowo,23,Masekini,,2.0,1,,,1.4,0.6,2.0,18,2,20
Kilimanjaro,Rombo,Rombo DC,Rombo,Kirongo Samanga,Kirongo Juu,24,Mlembea,,1.0,1,,,1.3,0.5,1.8,56,2,58
Kilimanjaro,Rombo,Rombo DC,Rombo,Kirongo Samanga,Kirongo Chini ,25,Maweteta,,0.7,1,,,1.4,0.6,2.0,24,2,26
Kilimanjaro,Rombo,Rombo DC,Rombo,Kirongo Samanga,Kiwanda,26,Lotiro,,0.0,1,,,1.8,0.8,2.5,32,2,34
Kilimanjaro,Rombo,Rombo DC,Rombo,Kirongo Samanga,Kiwanda,27,Kiwanda,,1.2,1,,,1.5,0.7,2.2,56,2,58
Kilimanjaro,Rombo,Rombo DC,Rombo,Kitirima,Kwalakamu,28,Wala Juu,,0.4,1,,,1.4,0.6,2.0,40,2,42
Kilimanjaro,Rombo,Rombo DC,Rombo,Kitirima,Lesoroma,29,Charonga,,0.0,1,,,1.1,0.5,1.6,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Kitirima,Lesoroma,30,Wasi,,0.0,1,,,1.3,0.5,1.8,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Ubetu/Kahe,Wama,31,Wama  (B),,1.6,1,,,1.4,0.6,2.0,24,2,26
Kilimanjaro,Rombo,Rombo DC,Rombo,Reha,Nesae,32,Mangabolini,,1.2,,1,,1.4,0.6,2.0,57,2,59
Kilimanjaro,Rombo,Rombo DC,Rombo,Reha,Nesae,33,Uruwata,,0.5,1,,,1.7,0.7,2.4,25,2,27
Kilimanjaro,Rombo,Rombo DC,Rombo,Motamburu Kitendeni,Nalemuru,34,Bustani N'Gambo,,5.5,1,,,1.4,0.6,2.0,48,2,50
Kilimanjaro,Rombo,Rombo DC,Rombo,Holili ,Holili Mjini,35,Lotima B,,0.0,,1,,2.8,1.2,4.0,65,2,67
Kilimanjaro,Rombo,Rombo DC,Rombo,Holili ,Holili Vijijini,36,Mbitini,,1.0,1,,,2.1,0.9,3.0,43,2,45
JUMLA NDOGO,,,,,,36,,0.0,31.1,31,2,0,48.3,20.7,69.0,"1,327",68,"1,395"
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Jiungeni,1,Mvungwe,,10.0,1,,,2.1,0.9,3.0,70,2,72
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Jiungeni,2,Miserani,,8.0,1,,,2.1,0.9,3.0,50,2,52
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Jiungeni,3,Kombo,,20.0,1,,,2.1,0.9,3.0,36,2,38
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Jiungeni,4,Chambogo,,5.0,1,,,2.1,0.9,3.0,50,2,52
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Ruvu Mferejini,5,Mkanyeni A,,1.0,1,,,2.1,0.9,3.0,55,2,57
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Ruvu Mferejini,6,Makuruvira,,2.0,1,,,2.1,0.9,3.0,40,2,42
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Ruvu Mferejini,7,Mkanyeni B,,1.5,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Marwa,8,Lesirwai,1.5,,1,,,2.1,0.9,3.0,60,2,62
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Marwa,9,Njaktai,1.0,,1,,,2.1,0.9,3.0,36,2,38
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Marwa,10,Patel ,1.0,,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Ruvu Darajani,11,Kishaa ,,2.5,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Ruvu,Ruvu Darajani,12,Ndilali ,,2.0,1,,,2.1,0.9,3.0,29,2,31
Kilimanjaro,Same,Same DC,Same Magharibi,Njoro,Emuguri,13,Emuguri ,,6.0,1,,,2.1,0.9,3.0,84,2,86
Kilimanjaro,Same,Same DC,Same Magharibi,Njoro,Emuguri,14,Endeves,,5.0,1,,,2.1,0.9,3.0,107,2,109
Kilimanjaro,Same,Same DC,Same Magharibi,Vumari,Kizungo,15,Mghunga,,0.0,1,,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Magharibi,Vumari,Kizungo,16,Mshewa,,2.0,1,,,2.1,0.9,3.0,89,2,91
Kilimanjaro,Same,Same DC,Same Magharibi,Vumari,Vumari,17,Matongo,,2.0,1,,,2.1,0.9,3.0,74,2,76
Kilimanjaro,Same,Same DC,Same Magharibi,Vumari,Vumari,18,Majevu Juu,,0.0,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Mwembe,Mwembe,19,Kirinjiko,,0.0,1,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Magharibi,Mwembe,Mwembe,20,Miringa ,,0.0,1,,,2.1,0.9,3.0,84,2,86
Kilimanjaro,Same,Same DC,Same Magharibi,Mwembe,Chajo,21,Mareti,,2.0,1,,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,22,Makoreni ,,0.0,1,,,2.1,0.9,3.0,78,2,80
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,23,Kirinjiko Juu,,0.0,1,,,2.1,0.9,3.0,57,2,59
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,24,Mazameli,,,,,,2.1,0.9,3.0,96,2,98
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,25,Makei,,0.0,1,,,2.1,0.9,3.0,108,2,110
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,26,Kinyangusi,,8.5,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Bangalala,27,Kirinjiko Chini,,0.0,1,,,2.1,0.9,3.0,78,2,80
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Mkanyeni,28,Mchikatu,,3.0,1,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Mkanyeni,29,Kwandugu,,7.0,1,,,2.1,0.9,3.0,69,2,71
Kilimanjaro,Same,Same DC,Same Magharibi,Bangalala,Mkanyeni,30,Kwanyungu,,0.0,1,,,2.1,0.9,3.0,78,2,80
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mteke,31,Mwerera,,1.5,1,,,2.1,0.9,3.0,55,2,57
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mteke,32,Kiramweni,,0.0,1,,,2.1,0.9,3.0,61,2,63
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mteke,33,Mshasha,,1.0,1,,,2.1,0.9,3.0,57,2,59
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mteke,34,Mzerembe,,0.0,,1,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mtunguja,35,Kwachara ,,,,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mtunguja,36,Chanzae,,3.0,,1,,2.1,0.9,3.0,44,2,46
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mtunguja,37,Kilingao,,2.0,1,,,2.1,0.9,3.0,40,2,42
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mhezi,38,Kwasematongo,,1.5,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mhezi,39,Kirongaya,,1.5,1,,,2.1,0.9,3.0,89,2,91
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mhezi,40,Manoo,,0.0,1,,,2.1,0.9,3.0,78,2,80
Kilimanjaro,Same,Same DC,Same Magharibi,Mhezi,Mhezi,41,Mshewa,,0.0,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Vudee,42,Makerani,,2.0,1,,,2.1,0.9,3.0,76,2,78
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Vudee,43,Kisingaji Mgambo,,0.0,1,,,2.1,0.9,3.0,105,2,107
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Kisesa,44,Kiweni,,1.5,1,,,2.1,0.9,3.0,43,2,45
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Kisesa,45,Mwerera,,1.5,,1,,2.1,0.9,3.0,102,2,104
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Kisesa,46,Kwakilambo,,,,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Ndolwa,47,Mjingo,,1.0,1,,,2.1,0.9,3.0,75,2,77
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Menam,48,Mpongwe A,,0.0,1,,,2.1,0.9,3.0,151,2,153
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Menam,49,Mpinji,,0.0,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Menam,50,Mitini,,1.0,1,,,2.1,0.9,3.0,53,2,55
Kilimanjaro,Same,Same DC,Same Magharibi,Vudee,Menam,51,Nzava A,,1.5,1,,,2.1,0.9,3.0,40,2,42
Kilimanjaro,Same,Same DC,Same Magharibi,Mshewa,Marindi,52,Nzighana,,1.0,1,,,2.1,0.9,3.0,47,2,49
Kilimanjaro,Same,Same DC,Same Magharibi,Mshewa,Mshewa,53,Kitonghoi,,0.0,1,,,2.1,0.9,3.0,95,2,97
Kilimanjaro,Same,Same DC,Same Magharibi,Mshewa,Mshewa,54,Kitubwe,,1.0,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Duma,55,Nguruta ,,2.0,1,,,2.1,0.9,3.0,27,2,29
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Msindo,56,Kilombero,,,,,,2.1,0.9,3.0,76,2,78
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Msindo,57,Ngurunga,,1.0,,1,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Msindo,58,Mtunguja/Mpungini,,0.0,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Mbakweni,59,Ikongwe A,,1.5,1,,,2.1,0.9,3.0,76,2,78
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Mbakweni,60,Ikongwe B,,0.0,1,,,2.1,0.9,3.0,65,2,67
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Mbakweni,61,Mkongo,,0.0,1,,,2.1,0.9,3.0,98,2,100
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Mbakweni,62,Mbakweni Juu,,2.0,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Magharibi,Msindo,Mbakweni,63,Ngumba Juu,,0.0,1,,,2.1,0.9,3.0,42,2,44
Kilimanjaro,Same,Same DC,Same Magharibi,Kisiwani,Mkonga –Injinyu,64,Kamorei,,7.5,1,,,2.1,0.9,3.0,78,2,80
Kilimanjaro,Same,Same DC,Same Magharibi,Kisiwani,Kisiwani ,65,Igoma,,4.5,1,,,2.1,0.9,3.0,61,2,63
Kilimanjaro,Same,Same DC,Same Magharibi,Kisiwani,Kisiwani ,66,Bama,,0.0,1,,,2.1,0.9,3.0,95,2,97
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Kijomu,67,Mpatwa   ,,2.8,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Gunde Sine,68,Gundu,,5.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Gunde Sine,69,Sine,,0.8,1,,,2.1,0.9,3.0,69,2,71
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Gunde Sine,70,Ngongwe,,0.0,1,,,2.1,0.9,3.0,75,2,77
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Gunde Sine,71,Mbukwe,,0.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Magharibi,Gavao - Saweni,Gavao - Ngarito,72,Gavao,,0.0,1,,,2.1,0.9,3.0,61,2,63
Kilimanjaro,Same,Same DC,Same Magharibi,Gavao - Saweni,Gavao - Ngarito,73,Ngarito,,4.0,1,,,2.1,0.9,3.0,45,2,47
Kilimanjaro,Same,Same DC,Same Magharibi,Gavao - Saweni,Gavao - Ngarito,74,Heluhondo,,0.0,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Magharibi,Gavao - Saweni,Saweni,75,Saweni Juu,,4.0,1,,,2.1,0.9,3.0,72,2,74
Kilimanjaro,Same,Same DC,Same Magharibi,Gavao - Saweni,Saweni,76,Saweni Chini,,0.0,1,,,2.1,0.9,3.0,80,2,82
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Mabilioni,77,Jitoeni A,,0.0,1,,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Mabilioni,78,Jitoeni B,,1.5,1,,,2.1,0.9,3.0,40,2,42
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Mabilioni,79,Kidundai,,3.6,,1,,2.1,0.9,3.0,64,2,66
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Chekereni,80,Gama “A”,,0.0,1,,,2.1,0.9,3.0,70,2,72
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Chekereni,81,Gama “B”    ,,6.0,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Chekereni,82,Chekereni ,,0.0,1,,,2.1,0.9,3.0,80,2,82
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Chekereni,83,Magadi   ,,1.2,1,,,2.1,0.9,3.0,64,2,66
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Ruvu - Mbuyuni,84,Kivukoni ,,20.0,1,,,2.1,0.9,3.0,76,2,78
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Ruvu - Mbuyuni,85,Mbuyuni,,8.0,1,,,2.1,0.9,3.0,68,2,70
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Ruvu - Mbuyuni,86,Malela  ,,10.0,1,,,2.1,0.9,3.0,72,2,74
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Ruvu - Mbuyuni,87,Kirua,,1.0,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Magharibi,Mabilioni,Ruvu - Mbuyuni,88,Katahe,,0.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Magharibi,Chome,Marieni,89,Ireti ,,0.7,1,,,2.1,0.9,3.0,66,2,68
Kilimanjaro,Same,Same DC,Same Magharibi,Chome,Mhero,90,Vusini,,1.5,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Magharibi,Chome,Gwang’A,91,Nyone ,,2.0,1,,,2.1,0.9,3.0,114,2,116
Kilimanjaro,Same,Same DC,Same Magharibi,Makanya,Makanya,92,Kwesasu Makongoro,,4.0,1,,,2.1,0.9,3.0,72,2,74
Kilimanjaro,Same,Same DC,Same Magharibi,Makanya,Makanya,93,Chankoko,,8.5,1,,,2.1,0.9,3.0,82,2,84
Kilimanjaro,Same,Same DC,Same Magharibi,Tae,Tae,94,Mshewa,,0.0,1,,,2.1,0.9,3.0,51,2,53
Kilimanjaro,Same,Same DC,Same Magharibi,Tae,Tae,95,Gombelesa,,4.0,1,,,2.1,0.9,3.0,46,2,48
Kilimanjaro,Same,Same DC,Same Magharibi,Suji,Malindi,96,Ngulu,,0.0,1,,,2.1,0.9,3.0,82,2,84
Kilimanjaro,Same,Same DC,Same Magharibi,Suji,Gonjanza,97,Kitala,,0.0,,1,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Magharibi,Hedaru,Lungwana,98,Mvumo,,1.0,1,,,2.1,0.9,3.0,62,2,64
Kilimanjaro,Same,Same DC,Same Magharibi,Gonja,Gonja Mpirani,99,Ntalanda,,2.0,1,,,2.1,0.9,3.0,65,2,67
Kilimanjaro,Same,Same DC,Same Magharibi,Saweni,Saweni Juu,100,Kabuku,,1.5,1,,,2.1,0.9,3.0,84,2,86
Kilimanjaro,Same,Same DC,Same Magharibi,Stesheni,Kitamri,101,Kitamri,0.0,,1,,,2.1,0.9,3.0,74,2,76
Kilimanjaro,Same,Same DC,Same Magharibi,Vumari,Minyala,102,Kwamomo-Kirange,,2.0,1,,,2.1,0.9,3.0,102,2,104
Kilimanjaro,Same,Same DC,Same Mashariki,Vunta,Vunta,103,Nkimai,,2.0,1,,,2.1,0.9,3.0,80,2,82
Kilimanjaro,Same,Same DC,Same Mashariki,Kirangare,Kirangare,104,Mteke ,,1.0,1,,,2.1,0.9,3.0,65,2,67
Kilimanjaro,Same,Same DC,Same Mashariki,Kirangare,Makasa,105,Ndungu,,1.0,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Mashariki,Kirangare,Makasa,106,Rangeni ,,1.5,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Mashariki,Kirangare,Idaru,107,Bumbuli ,,0.5,1,,,2.1,0.9,3.0,84,2,86
Kilimanjaro,Same,Same DC,Same Mashariki,Kirangare,Idaru,108,Narema ,,2.0,1,,,2.1,0.9,3.0,65,2,67
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Goha,109,Manka,,1.0,1,,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Goha,110,Njongo,,1.0,1,,,2.1,0.9,3.0,81,2,83
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Goha,111,Ndore ,,0.5,1,,,2.1,0.9,3.0,60,2,62
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Goha,112,Chalomba,,0.6,,,,2.1,0.9,3.0,70,2,72
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Mang’A,113,Kiranga,,1.0,,1,,2.1,0.9,3.0,72,2,74
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kitubwa,114,Makakara,,1.0,1,,,2.1,0.9,3.0,50,2,52
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kitubwa,115,Kanzara,,,,,,2.1,0.9,3.0,66,2,68
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kitubwa,116,Mramba,,3.0,,1,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kambeni,117,Mshihwi,,2.5,1,,,2.1,0.9,3.0,62,2,64
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kambeni,118,Miamba,,0.0,,,,2.1,0.9,3.0,50,2,52
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kirore,119,Kirore,,0.0,1,,,2.1,0.9,3.0,49,2,51
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kirore,120,Mlungui,,0.0,1,,,2.1,0.9,3.0,72,2,74
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kirore,121,Parane,,4.0,1,,,2.1,0.9,3.0,84,2,86
Kilimanjaro,Same,Same DC,Same Mashariki,Myamba,Kirore,122,Kwasekinga,,0.0,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Kirongwe,123,Malumbi,,2.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Kirongwe,124,Mafingiro,,,,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Kirongwe,125,Mabweni ,,0.0,1,,,2.1,0.9,3.0,69,2,71
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Kirongwe,126,Matara ,,3.5,,1,,2.1,0.9,3.0,50,2,52
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Sambweni,127,Mlola,,2.0,1,,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Sambweni,128,Kitala,,0.0,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Mashariki,Mpinji,Sambweni,129,Myombo ,,0.7,1,,,2.1,0.9,3.0,64,2,66
Kilimanjaro,Same,Same DC,Same Mashariki,Ndungu,Ndungu,130,Migombani,,0.0,1,,,2.1,0.9,3.0,62,2,64
Kilimanjaro,Same,Same DC,Same Mashariki,Ndungu,Misufini,131,Mabatini,,0.7,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Mashariki,Ndungu,Misufini,132,Masere,,1.0,1,,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Kalemawe,133,Bagamoyo,,0.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Kalemawe,134,Msoroha ,,0.0,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Makokane,135,Kongei,,11.0,1,,,2.1,0.9,3.0,66,2,68
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Makokane,136,Makokane ,,0.0,1,,,2.1,0.9,3.0,48,2,50
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Makokane,137,Mwerenge,,0.0,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Karamba,138,Mabambara,,8.0,1,,,2.1,0.9,3.0,62,2,64
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Karamba,139,Kalimani,,6.5,1,,,2.1,0.9,3.0,74,2,76
Kilimanjaro,Same,Same DC,Same Mashariki,Kalemawe,Karamba,140,Kagongo,,0.0,,,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Mashariki,Maore,Mheza,141,Mheza Chini,,0.0,1,,,2.1,0.9,3.0,68,2,70
Kilimanjaro,Same,Same DC,Same Mashariki,Maore,Mheza,142,Nadururu ,,1.5,1,,,2.1,0.9,3.0,54,2,56
Kilimanjaro,Same,Same DC,Same Mashariki,Kihurio,Kankokoro,143,Misheni,,1.0,1,,,2.1,0.9,3.0,70,2,72
Kilimanjaro,Same,Same DC,Same Mashariki,Kihurio,Kongei,144,Ihundi,,5.0,1,,,2.1,0.9,3.0,67,2,69
Kilimanjaro,Same,Same DC,Same Mashariki,Kihurio,Kongei,145,Igulutu ,,0.0,1,,,2.1,0.9,3.0,81,2,83
Kilimanjaro,Same,Same DC,Same Mashariki,Kihurio,Kongei,146,Mabambara ,,0.0,1,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Mashariki,Bendera,Majengo,147,Mrango,,1.5,1,,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Mashariki,Bendera,Majengo,148,Lasa,,2.0,1,,,2.1,0.9,3.0,58,2,60
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Lugulu,149,Lugulu,6.0,,1,,,2.1,0.9,3.0,82,2,84
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Lugulu,150,Mkondogwe ,0.0,,1,,,2.1,0.9,3.0,80,2,82
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Lugulu,151,Masheni ,0.0,,1,,,2.1,0.9,3.0,64,2,66
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Lugulu,152,Ramu ,0.0,,1,,,2.1,0.9,3.0,77,2,79
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Kanza,153,Vuda ,0.0,,1,,,2.1,0.9,3.0,52,2,54
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Kanza,154,Kanza Juu,0.0,,1,,,2.1,0.9,3.0,60,2,62
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Kanza,155,Mlalo ,0.0,,1,,,2.1,0.9,3.0,64,2,66
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Vumba,156,Kalemane,2.0,,1,,,2.1,0.9,3.0,55,2,57
Kilimanjaro,Same,Same DC,Same Mashariki,Lugulu,Vumba,157,Kigone ,1.0,,1,,,2.1,0.9,3.0,56,2,58
Kilimanjaro,Same,Same DC,Same Mashariki,Bombo,Mvaa,158,Luare,0.0,,1,,,2.1,0.9,3.0,59,2,61
Kilimanjaro,Same,Same DC,Same Mashariki,Bombo,Mvaa,159,Mvaa ,3.5,,1,,,2.1,0.9,3.0,62,2,64
Kilimanjaro,Same,Same DC,Same Mashariki,Bombo,Bombo,160,Kwaseijungu,2.0,,1,,,2.1,0.9,3.0,72,2,74
