MKOA WA KIGOMA,,,,,,,,Scope of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kazuramimba,Mazungwe,106,Mdyandelema,,3.0,,1,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Kazuramimba,Mwamila,107,Kazaroho,,0.6,1,,,1.0,3.0,4.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Kirando,108,Nyamamba,,0.0,,1,,2.0,4.0,6.0,100,3,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Kirando,109,Kirando,,0.0,1,,,1.0,3.0,4.0,90,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Msihezi,110,Muungano,,0.0,1,,,1.0,2.0,3.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Msihezi,111,Msihezi,,0.4,1,,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Rulinga,112,Mikamba,,0.0,1,,,2.0,5.0,7.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Rulinga,113,Mafundikani,,,1,,,1.0,2.0,3.0,45,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Rulinga,114,Kabisame,,0.0,,,,2.0,3.0,5.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Lyabusende,115,Lyabusende,,0.0,1,,,,1.0,2.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Sunuka,116,Maendeleo,,0.0,1,,,1.0,2.0,3.0,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Sunuka,117,Msimbazi,,12.4,,1,,2.0,4.0,6.0,80,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Karago,118,Mwamko,,0.5,1,,,1.0,3.0,4.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Karago,119,Mviga,,2.2,1,,,2.0,3.0,5.0,96,2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Songambele,120,Gambazi,,3.8,1,,,1.0,3.0,4.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Songambele,121,Gagwe,,0.6,1,,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Songambele,122,Ilolo,,6.0,,1,,2.0,3.0,5.0,100,3,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Songambele,123,Anzerani,,9.0,,1,,1.0,3.0,4.0,59,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Songambele,124,Mkoazi,,4.0,1,,,1.0,1.0,2.0,30,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Kanywangili,125,"Kanywangili ""B""",,0.0,,1,,1.0,4.0,5.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Sunuka,Kanywangili,126,Kamigunga,,3.2,,1,,2.0,4.0,6.0,98,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mwakizega,Kabeba,127,Rugongoni A,,0.0,,1,,2.0,4.0,6.0,110,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mwakizega,Kabeba,128,Rugongoni B,,0.0,,1,,1.0,4.0,5.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mwakizega,Kabeba,129,Mdyankulukulu,,1.4,1,,,0.5,1.5,2.0,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mwakizega,Katete,130,Nyarubano,,0.0,1,,,1.0,2.0,3.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Mwakizega,Katete,131,Gezaulole,,3.5,,1,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Sambala,132,Nyakona,,1.8,1,,,1.0,3.0,4.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Sambala,133,Gezaulole,,4.0,1,,,1.0,1.0,2.0,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Sambala,134,Lusunu A,,6.6,,1,,1.0,3.0,4.0,80,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Sambala,135,Lusunu B,,2.4,,1,,1.0,2.0,3.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Kajeje,136,Kajeje B,,2.3,,1,,1.0,3.0,4.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Kajeje,137,Tundegambazi,,2.5,,1,,2.0,3.0,5.0,95,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Kajeje,138,Kasakanya,,7.5,1,,,2.0,4.0,6.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Kajeje,139,Mpambwe,,3.7,1,,,1.0,3.0,4.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Ilagala,Kajeje,140,Mkanga,,4.6,,1,,2.0,4.0,6.0,80,5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Uvinza,Uvinza ,141,Shekeshe,,4.0,,1,,1.0,4.0,5.0,50,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Uvinza,Uvinza ,142,Kansibu,,15.5,,1,,2.0,4.0,6.0,90,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Uvinza,Uvinza ,143,Nyanza Kalangala,,7.2,1,,,1.0,3.0,4.0,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Basanza,Basanza,144, Kagogo,,5.7,,1,,1.0,3.0,4.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Basanza,Basanza,145,Sunzu,,0.4,,,1,2.0,3.0,5.0,250,8,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Basanza,Msebei,146,Kinyo,,17.0,,2,,3.0,4.0,7.0,122,6,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Nguruka,Nyangabo,147,Bulilang'ombe,,2.8,,1,,1.0,3.0,4.0,120,3,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Nguruka,Nyangabo,148,Zegi,,10.5,1,,,2.0,2.0,4.0,90,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Nguruka,Nyangabo,149,Humule,,5.7,,1,,1.0,3.0,4.0,129,9,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Nguruka,Nyangabo,150,Reli Mpya,,12.5,1,1,,3.0,7.0,10.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Nguruka,Nguruka,151,Chemchemi,,0.9,1,,,1.0,2.0,3.0,149,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Bweru,152,Bweru Kaskazini ( Kigamboni),,1.5,,1,,2.0,5.0,7.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Bweru,153,Bweru Kusini- (Mjimwema ),,1.5,,1,,3.0,5.0,8.0,150,4,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,154,Kanfuba,,2.2,1,,,1.0,2.0,3.0,20,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,155,Kalemela,,4.4,1,,,1.0,2.0,3.0,50,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,156,Songati A,,4.1,1,,,1.0,1.5,2.5,15,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,157,Mambwe,,12.8,1,1,,3.0,6.0,9.0,160,6,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,158,Songati B,,7.2,,1,,3.0,1.0,4.0,123,6,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,159,Lusumo,,2.2,,1,,1.0,2.0,3.0,60,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,160,Katumba,,8.2,,1,,1.0,2.0,3.0,40,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,161,Mhakamalonga,,2.6,1,,,0.5,1.0,1.5,10,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Uvinza,Uvinza DC,Kigoma Kusini,Itebula,Itebula,162,Mumbala,,4.8,,1,,2.0,3.0,5.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUMLA NDOGO,,,,,,162,,0.0,364.2,76,75,4,240.5,490.0,732.5,"14,124",389,"14,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,1,Busagara A,,0.6,,1,,4.0,6.0,10.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,2,Kibambo,,1.2,,1,,4.0,8.0,12.0,280,4,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,3,Kihera B,,1.0,1,,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,4,Shuleni,,0.0,1,,,2.0,5.0,7.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,5,Kimanga,,0.0,1,,,2.0,4.0,6.0,65,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kifura,6,Songambele,,0.6,,1,,4.0,6.0,10.0,350,2,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,7,Ntakama A,,2.1,1,,,2.0,4.0,6.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,8,Ntakama B,,1.0,,1,,4.0,6.0,10.0,180,2,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,9,Mumana A,,1.4,1,,,2.0,4.0,6.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,10,Mumana B,,1.0,1,,,2.0,4.0,6.0,92,3,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,11,Karundo A,,0.0,1,,,4.0,5.0,9.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,12,Karundo B,,0.6,1,,,2.0,3.0,5.0,90,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,13,Kumshindwi A,,0.7,1,,,4.0,4.0,8.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busagara,Kigendeka,14,Kumshindwi B,,0.4,1,,,2.0,4.0,6.0,100,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Nyaruyoba,15,Kalutale ,,1.2,1,,,2.0,4.0,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Nyaruyoba,16,Italii,,0.0,1,,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Nyaruyoba,17,Bugolebuke,,0.0,,,,2.0,5.0,7.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Nyaruyoba,18,Nyesato,,0.7,,1,,4.0,6.0,10.0,300,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Nyaruyoba,19,Bitana,,1.1,,1,,3.0,5.0,8.0,230,2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Kumkuyu,20,Murutoke,,1.2,1,,,3.0,4.0,7.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Kumkuyu,21,Nyakivomwa,,0.5,1,,,2.0,5.0,7.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Kisaka,22,Mugalika,,0.6,1,,,3.0,4.0,7.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Nyaruyoba,Kisaka,23,Kabayange,,0.0,1,,,4.0,5.0,9.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,24,Nduta,,0.0,,1,,2.0,4.0,6.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,25,Mbugani,,0.0,1,,,,4.0,4.0,96,2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,26,Chigazule,,0.3,1,,,2.0,4.0,6.0,80,4,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,27,Migombani,,0.4,1,,,1.0,4.0,5.0,56,2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,28,Katazi,,0.0,1,,,2.0,3.0,5.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,29,Ibohelo,,0.0,,,,4.0,6.0,10.0,120,4,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,30,Rukangalizo,,0.5,1,,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumhasha,31,Nyamata,,0.4,,1,,4.0,8.0,12.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,32,Kumgera,,0.4,1,,,2.0,5.0,7.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,33,Nyambega,,0.0,,,,1.0,4.0,5.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,34,Kumana,,0.0,,,,2.0,3.0,5.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,35,Rumambo,,0.5,1,,,3.0,5.0,8.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,36,KWIBHUGA,,0.0,,,,2.0,4.0,6.0,85,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,37,Katobhanzovu,,0.5,1,,,2.0,5.0,7.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,38,Kubhadalala,,0.5,1,,,3.0,4.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Murungu,Kumbanga,39,Kayenzi,,0.6,1,,,2.0,4.0,6.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Bitale,40,Kayenzi,1.0,,1,,,2.0,4.0,6.0,140,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Bitale,41,Nyesogo,0.0,,,,,2.0,3.0,5.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Bitale,42,Kanyamajeli,1.4,,1,,,2.0,6.0,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Bitale,43,Nyamihanda A,,,,1,,1.5,6.0,7.5,56,2,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Bitale,44,Nyamihanda B,0.6,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Rubanga,45,Mayengo,0.8,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Rubanga,46,Rubanga,1.0,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,47,Malenga(CENTER),0.0,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,48,Kumgoboka,1.1,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,49,Kumlombo,0.5,,,,,1.0,2.0,3.0,25,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,50,Kumhama A,,,1,,,2.0,5.0,7.0,89,5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,51,Kumhama B,1.1,,1,,,,,0.0,20,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,52,Kiyagala,0.9,,1,,,1.0,4.0,5.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bitale,Kumhama,53,Mtaho A,1.0,,,,,,,0.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Misesero,Kumkugwa,54,Kavuruga,,0.9,,1,,,5.0,5.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Misesero,Kumkugwa,55,Mkubezi A,,0.0,,,,,,2.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Misesero,Kumkugwa,56,Mkubezi B,,1.0,,,,,,2.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Misesero,Kumkugwa,57,Mkubezi C,,0.0,,,,,,2.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Misesero,Kumkugwa,58,Malulu,,0.7,,,,,,2.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bunyambo,59,Makingi A,,0.5,,,,,,2.0,78,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bunyambo,60,Makingi B,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bunyambo,61,Mjigojigo,,0.6,1,,,,1.0,1.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bunyambo,62,Mrombo,,0.0,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bunyambo,63,Ntauntunze,,0.7,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Samvura,64,Buyezi,,1.7,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Samvura,65,Senjogo,,0.0,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Minyinya,66,Mlima Ndabhaneze,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bavunja,67,Uwanja wa Ndege A,,0.7,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bavunja,68,Nyamsoma A,,0.8,1,,,,1.0,1.0,35,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Bunyambo,Bavunja,69,Nyamsoma B,,0.8,,,,,,2.0,35,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kichananga,70,Mlimani,,0.5,,,,,,2.0,35,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kichananga,71,Kumekucha,,0.5,,,,,,2.0,35,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kichananga,72,Nyerenda,,0.0,1,,,2.0,1.0,3.0,55,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Lukaya,73,Gombe,,0.0,,,,,,2.0,55,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Lukaya,74,Rubeba,,0.9,1,,,,0.6,0.6,32,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,75,Ruvuzangoma,,0.5,,,,,,2.0,32,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
