MKOA WA RUVUMA,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Line (Km),,Distribution Transformer (kVA),,,LV (km),,,Customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Matuta,214,Mitonga,,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Matuta,215,Ukinga,,0.0,0,0,0,1.0,2.0,3.0,18,1,19
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Matuta,216,Ukombozi,,0.5,0,0,0,1.0,2.0,3.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Matuta,217,Msufini,,0.6,0,0,0,1.0,2.0,3.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Kitumbi,218,Malawi,,0.5,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Kitumbi,219,Kitumbi,,0.7,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Kitumbi,220,Kihuka,,0.3,0,0,0,1.0,2.0,3.0,32,2,34
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Mhilo,221,Mkuhi,,0.0,1,0,0,1.0,2.0,3.0,55,2,57
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Mhilo,222,Mwili,,0.9,0,0,0,1.0,2.0,3.0,40,1,41
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Mhilo,223,Lughali,,0.6,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipapa,Mhilo,224,Wanga,,0.0,0,0,0,1.0,2.0,3.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,225,Mpungu,0.0,1.5,1,0,0,0.5,1.5,2.0,80,4,84
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,226,Ntesuka,0.0,0.5,1,0,0,0.5,1.5,2.0,80,4,84
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,227,Londoni,0.0,1.4,0,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,228,Lizaboni,0.0,0.0,0,1,0,2.0,2.0,4.0,100,8,108
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,229,Ligunga,0.0,0.0,0,1,0,2.0,2.0,4.0,100,5,105
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,230,Ruhanya,0.0,0.0,0,1,0,2.0,2.0,4.0,100,8,108
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,231,Ntende,0.0,0.8,0,0,0,0.5,1.5,2.0,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Matiri,232,Mtumbati,0.0,3.4,1,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,233,Ngangila,0.0,2.0,1,0,0,2.0,2.0,4.0,50,2,52
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,234,Namakutu,0.0,2.0,0,0,0,0.5,1.5,2.0,100,5,105
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,235,Kihurungi A,0.0,0.7,0,1,0,0.5,1.5,2.0,100,5,105
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,236,Kihurungi B,0.0,2.4,0,0,0,0.5,1.5,2.0,100,5,105
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,237,Limboni A,0.0,2.9,0,1,0,0.5,1.5,2.0,100,5,105
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,238,Limboni B,0.0,0.8,0,0,0,0.5,1.5,2.0,40,2,42
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kilindi,239,Nkwela,0.0,1.4,0,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,240,Ngeruke,0.0,6.1,1,0,0,0.5,1.5,2.0,80,2,82
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,241,Machimbo,0.0,0.0,1,0,0,0.5,1.5,2.0,50,2,52
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,242,Nalukengele,0.0,0.0,1,0,0,0.5,1.5,2.0,80,2,82
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,243,Mwembe,0.0,0.0,1,0,0,0.5,1.5,2.0,60,2,62
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,244,Halale,0.0,3.0,0,1,0,0.5,1.5,2.0,80,4,84
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,245,Ligunga asili,0.0,6.2,1,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,246,Mikumi,0.0,2.0,0,1,0,0.5,1.5,2.0,80,5,85
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,247,Dodoma,0.0,2.5,1,0,0,0.5,1.5,2.0,40,2,42
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,248,Chepuka,0.0,2.0,1,0,0,0.5,1.5,2.0,50,2,52
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Kiyaha,249,Burundi,0.0,6.0,1,0,0,2.0,2.0,4.0,80,5,85
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Barabara,250,Mning’ina,0.0,1.4,0,0,0,0.5,1.5,2.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Barabara,251,Matalawe,0.0,0.0,0,0,0,0.5,1.5,2.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Matiri,Barabara,252,Lipanda,0.0,2.0,1,0,0,0.5,1.5,2.0,40,2,42
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,253,Mbeya,0.0,2.0,2,0,0,2.0,2.0,4.0,56,4,60
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,254,Mapipili Asili,0.0,1.1,0,0,0,0.5,1.5,2.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,255,Laini,0.0,0.0,0,0,0,0.5,1.5,2.0,35,4,39
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,256,Ndepa A,0.0,1.6,1,0,0,0.5,1.5,2.0,40,2,42
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,257,Ndepa B,0.0,0.7,1,0,0,0.5,1.5,2.0,30,2,32
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,258,Tyola,0.0,1.0,0,0,0,0.5,1.5,2.0,30,1,31
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,259,Kaleja,0.0,0.4,0,0,0,0.5,1.5,2.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,260,Ndolalela,0.0,0.0,0,0,0,0.5,1.5,2.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,261,Lushoto,0.0,0.9,0,0,0,0.5,1.5,2.0,45,1,46
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Mapipili,262,Nkwela,0.0,0.4,0,0,0,0.5,1.5,2.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,263,Maweni Kaskazini,0.0,0.4,0,0,0,0.5,1.5,2.0,53,2,55
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,264,Maweni Kusini,0.0,0.0,0,0,0,0.5,1.5,2.0,30,1,31
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,265,Masisiwa,0.0,0.0,0,0,0,0.5,1.5,2.0,30,1,31
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,266,Yelusalemu,0.0,0.0,0,0,0,0.5,1.5,2.0,30,1,31
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,267,Arusha,0.0,0.7,0,0,0,0.5,1.5,2.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,268,Liwihi Kati,0.0,0.4,0,0,0,0.5,1.5,2.0,25,2,27
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,269,Kitunda,0.0,0.8,0,0,0,0.5,1.5,2.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kitumbalomo,Liwihi,270,Mtakanini,0.0,0.0,0,0,0,0.5,1.5,2.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mkumbi,271,Magingo,0.0,0.5,1,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mkumbi,272,Songea,0.0,0.5,1,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mkumbi,273,Mbande,0.0,1.5,0,0,0,0.5,1.5,2.0,18,1,19
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mkumbi,274,Litanda,0.0,0.0,1,0,0,0.5,1.5,2.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Longa,275,Longa asili,0.0,1.1,1,0,0,0.5,2.0,2.5,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Longa,276,Ndembe,0.0,0.0,1,0,0,0.5,2.0,2.5,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Longa,277,Kuhungu,0.0,0.0,1,0,0,0.5,2.0,2.5,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Longa,278,Hindakilo juu,0.0,0.0,1,0,0,0.5,2.0,2.5,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Longa,279,Hindakilo Kati,0.0,0.0,1,0,0,0.5,2.0,2.5,60,3,63
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Lugari,280,Makolo,0.0,0.7,0,0,0,1.0,2.0,3.0,30,2,32
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Lugari,281,Ndengu,0.0,0.6,0,0,0,1.0,2.0,3.0,30,2,32
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Kipegei,282,Miwanga ,0.0,1.1,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Kipegei,283,Lisumba juu ,0.0,1.4,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Luwino ,284,Kigugu,0.0,1.5,1,0,0,1.0,2.0,3.0,55,2,57
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mtawa,285,Mpingi,0.0,1.2,0,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Mkumbi,Mtawa,286,Mapendano,0.0,0.5,1,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Linda,287,Litemanga,0.0,0.0,1,0,0,1.0,2.0,3.0,60,2,62
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Linda,288,Tonya,0.0,0.0,0,0,0,1.0,2.0,3.0,30,2,32
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Linda,289,Mhongohongo,0.0,1.4,0,0,0,1.0,2.0,3.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Linda,290,Matimila,0.0,0.0,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Linda,291,Luweso,0.0,0.0,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Silo,292,Bomani,0.0,1.0,0,0,0,1.0,2.0,3.0,35,2,37
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Silo,293,Litembo,0.0,0.0,1,0,0,1.0,2.0,3.0,55,2,57
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Silo,294,Salagura,0.0,0.0,1,0,0,1.0,2.0,3.0,55,2,57
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Silo,295,Makemba,0.0,0.0,0,0,0,1.0,2.0,3.0,40,1,41
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,296,Arusha,0.0,2.0,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,297,Njalamatata,0.0,0.0,0,0,0,1.0,2.0,3.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,298,Uibangai,0.0,0.4,0,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,299,Kindua Juu,0.0,0.6,0,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,300,Kitula,0.0,1.7,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,301,Ureno,0.0,0.8,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,302,Kindua A,0.0,0.6,0,0,0,1.0,2.0,3.0,35,1,36
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Mkalanga,303,Kindua B,0.0,1.4,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ulolela,304,Lulwahi,0.0,0.0,1,0,0,0.5,1.5,2.0,18,1,19
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ulolela,305,Lupeno,0.0,0.8,1,0,0,0.5,1.5,2.0,50,2,52
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ulolela,306,Lihagambwiki,0.0,0.6,1,0,0,0.5,1.5,2.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ulolela,307,Mtakanini,0.0,0.4,1,0,0,0.5,1.5,2.0,25,1,26
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,308,Mbuti,0.0,0.6,0,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,309,Kipoka,0.0,1.2,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,310,Ilela,0.0,0.0,0,0,0,1.0,2.0,3.0,30,2,32
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,311,Luhiwila,0.0,0.7,0,0,0,1.0,2.0,3.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,312,Mtopesi,0.0,0.8,1,0,0,1.0,2.0,3.0,46,2,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Ndembo,313,Ulanga,0.0,1.0,1,0,0,1.0,2.0,3.0,45,3,48
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Liyombo,314,Butiama,0.0,0.0,1,0,0,1.0,2.0,3.0,38,2,40
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Liyombo,315,Liwatu,0.0,2.4,,,,,,,,,
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Liyombo,316,Lingomba,0.0,1.7,0,0,0,1.0,2.0,3.0,38,1,39
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Liyombo,317,Liyombo juu,0.0,0.0,0,0,0,1.0,2.0,3.0,38,1,39
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Liyombo,318,Kitai,0.0,1.4,1,0,0,1.0,2.0,3.0,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Lukiti,319,Mpungu,0.0,0.5,1,0,0,0.5,1.5,2.0,45,4,49
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Lukiti,320,Myao,0.0,1.0,0,0,0,0.5,1.5,2.0,32,1,33
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Lukiti,321,Captown,0.0,1.2,0,0,0,0.5,1.5,2.0,35,1,36
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Linda,Lukiti,322,Ruanda/Burundi,0.0,1.1,1,0,0,0.5,1.5,2.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,323,Ndilima,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,324,Mhuru B,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,325,Mhalo,0.0,0.8,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,326,Nsasa,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,327,Mkanya,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,328,Kihongo,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Unango,329,Mhuru A,0.0,0.4,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,330,Ndunguli A,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,331,Ndunguli B,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,332,Mtetema Chini,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,333,Mtukami juu,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,334,Mtukami chini,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,335,Mahebe,0.0,0.4,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,336,Mpundisa A,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,337,Kihongo,0.0,0.0,1,0,0,0.5,1.0,1.5,45,2,47
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,338,Mtetema Juu,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,339,Mheza chini,0.0,0.4,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,340,Kipera,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Ngima,341,Mpundisa B,0.0,0.0,1,1,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Njombe,342,Mawono,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Njombe,343,Kiweleko,0.0,1.1,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Njombe,344,Miyau,0.0,1.2,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ngima,Njombe,345,Mwambau juu,0.0,0.7,1,1,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Kipololo,346,Mpungu,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Kipololo,347,Liwela,0.0,1.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Kipololo,348,Nipugimi,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Kipololo,349,Matunguru,0.0,0.7,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Lunoro,350,Magingo,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Lunoro,351,Kibulang’oma,0.0,0.8,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Ndanga,352,Luwala,0.0,2.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Ndanga,353,Lundu,0.0,2.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Bagamoyo,354,Kinango,0.0,0.8,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Bagamoyo,355,Mpapa,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Kipololo,Bagamoyo,356,Matope,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,357,,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,358,Ukata chini,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,359,Mbinga,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,360,Njombo,0.0,1.3,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,361,Mhusi,0.0,0.4,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,362,Lihaha,0.0,1.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ukata,363,Kipika,0.0,0.7,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Litoho,364,Kigonsera,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Litoho,365,Mbeya,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Litoho,366,Kuruba,0.0,2.1,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Litoho,367,Namambanga,0.0,3.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Litoho,368,Namambanga,0.0,0.8,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ulima,369,Mbeya,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ulima,370,Nzwasu,0.0,1.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ulima,371,Kihulila,0.0,0.0,0,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Ulima,372,Mpanda,0.0,0.0,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Liwanga,373,Lung’umba,0.0,0.5,0,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Liwanga,374,Liwanga,0.0,1.5,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Liwanga,375,Ligela,0.0,0.0,0,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,Ukata,Liwanga,376,Matarawe,0.0,1.2,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,kitura,Kitura,377,Iputi,0.0,0.7,1,0,0,1.0,2.0,3.0,50,3,53
Ruvuma,Mbinga,Mbinga DC,Mbinga Vijijini,kitura,Kitura,378,Kipando,0.0,0.5,1,0,0,1.0,2.0,3.0,50,3,53
