MKOA WA IRINGA,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low voltage Lines (km),,,Initial customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11KV,33KV,50,100,200,4 x 95 sq.mm,4 x 50 sq.mm,LV Total (km),single phase,Three phase,Total
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Iguluba,218,Bomalang'ombe,,2.5,1,,,1.4,2.1,3.5,52,3,55
Iringa,Iringa,Iringa DC,Ismani,Kihologota,Uhominyi,219,Tumaini,,0.0,,,,1.1,1.7,2.8,41,2,43
Iringa,Iringa,Iringa DC,Ismani,Kihologota,Mikong'wi,220,Utitili,,0.0,1,,,1.4,2.0,3.4,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Kihologota,Ngano,221,Lyaveya,,2.0,1,,,1.2,1.8,3.0,44,2,46
Iringa,Iringa,Iringa DC,Ismani,Kihologota,Kihologota,222,Njiapanda ,,0.3,1,,,1.1,1.7,2.8,25,1,26
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Nyang'oro,223,Kibaoni,,2.3,1,,,1.0,1.6,2.6,32,2,34
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Mangawe,224,Chengelela,,0.0,,,,1.0,1.5,2.5,33,2,35
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Mangawe,225,Mjimwema,,0.0,,,,0.8,1.2,2.0,23,1,24
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Mangawe,226,Kihesa,,0.0,,1,,1.6,2.4,4.0,76,4,80
Iringa,Iringa,Iringa DC,Ismani,Nyang'oro,Holo,227,Lugalo,,3.2,1,,,0.9,1.4,2.3,25,1,26
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Nyamahana,230,Ipwasi,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Nyamahana,231,Mlambalasi,,1.6,1,,,1.0,1.5,2.5,24,1,25
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Malinzanga,232,Malinzanga,,0.0,,,,1.0,1.5,2.5,20,1,21
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Malinzanga,233,"Ikonongo
",,1.5,1,,,0.8,1.2,2.0,22,1,23
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Malinzanga,234,Matalawe,,6.9,,1,,1.6,2.4,4.0,67,4,70
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Mafuluto,235,Kibuduga,,0.0,,,,1.2,1.8,3.0,52,3,55
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Mafuluto,236,Mungano,,0.0,,1,,1.6,2.4,4.0,60,3,63
Iringa,Iringa,Iringa DC,Ismani,Mlowa,Mafuluto,237,Magoya,,0.0,1,,,1.5,2.2,3.7,52,3,55
Iringa,Iringa,Iringa DC,Ismani,Idodi,Idodi,238,Ilamba,,0.0,,,,1.2,1.8,3.0,34,2,36
Iringa,Iringa,Iringa DC,Ismani,Idodi,Mapogoro,239,Idindiga,,0.0,1,,,1.0,1.5,2.5,33,2,35
Iringa,Iringa,Iringa DC,Ismani,Idodi,Kitisi,240,Nyamnango,,0.7,1,,,1.0,1.6,2.6,32,2,34
Iringa,Iringa,Iringa DC,Ismani,Idodi,Tungamalenga,241,Darajani,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Idodi,Tungamalenga,242,Malunde,,0.0,,,,1.0,1.6,2.6,32,2,34
Iringa,Iringa,Iringa DC,Ismani,Mahuninga,Kisilwa,243,Misufi,,0.0,,1,,1.6,2.4,4.0,67,4,70
Iringa,Iringa,Iringa DC,Ismani,Mahuninga,Makifu,244,Isanga ,,3.0,1,,,1.2,1.7,2.9,52,3,55
Iringa,Iringa,Iringa DC,Ismani,Mahuninga,Makifu,245,Mahove,,1.9,1,,,1.0,1.4,2.4,14,1,15
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Magombwe,246,Kingani,,0.0,1,,,0.8,1.2,2.0,22,1,23
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Magombwe,247,Mlenge A,,0.0,,1,,1.6,2.4,4.0,85,4,89
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Magombwe,248,Mbugani,,2.8,,1,,1.6,2.4,4.0,64,3,67
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Isele,249,Kisoloka,,1.9,1,,,1.0,1.4,2.4,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Isele,250,Chaliganza,,2.2,1,,,0.8,1.2,2.0,33,2,35
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Isele,251,Mbingama,,0.0,,,,1.1,1.7,2.8,32,2,34
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Kinyika,252,Ruaha,,5.6,1,,,0.8,1.2,2.0,10,1,11
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Kisanga,253,Mawindi,,0.0,,,,0.8,1.2,2.0,24,1,25
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Kisanga,254,Kilangilolo,,0.2,1,,,0.8,1.2,2.0,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Kisanga,255,Kilala,,0.0,,,,0.6,0.9,1.5,19,1,20
Iringa,Iringa,Iringa DC,Ismani,Mlenge,Kisanga,256,Magwagu,,2.8,1,,,1.0,1.6,2.6,52,3,55
Iringa,Iringa,Iringa DC,Ismani,Mboliboli,Mboliboli,257,Legezamwendo,,0.0,,1,,1.6,2.4,4.0,67,4,70
Iringa,Iringa,Iringa DC,Ismani,Itunundu,Itunundu,258,"Ikorongo
",,0.0,1,,,1.1,1.7,2.8,43,2,45
Iringa,Iringa,Iringa DC,Ismani,Itunundu,Kimande,259,Igundambwani,,2.4,1,,,0.8,1.2,2.0,6,0,6
Iringa,Iringa,Iringa DC,Ismani,Itunundu,Mbuyuni,260,Igodikafu,,0.0,,1,,1.4,2.2,3.6,53,3,56
Iringa,Iringa,Iringa DC,Ismani,Izazi,Makuka,261,Makuka B,,0.0,1,,,0.9,1.4,2.3,22,1,23
Iringa,Iringa,Iringa DC,Ismani,Izazi,Makuka,262,Nyamahato,5.6,,1,,,1.2,1.8,3.0,8,0,8
Iringa,Iringa,Iringa DC,Ismani,Izazi,Makuka,263,Magombwe,3.1,,1,,,1.2,1.7,2.9,46,2,48
Iringa,Iringa,Iringa DC,Ismani,Izazi,Makuka,264,Itemagwe,3.7,,1,,,0.8,1.2,2.0,14,1,15
Iringa,Iringa,Iringa DC,Ismani,Izazi,Makuka,265,Mondomela.,,0.0,1,,,1.0,1.5,2.5,34,2,36
Iringa,Iringa,Iringa DC,Ismani,Izazi,Izazi,266,Ihanyi,0.9,,1,,,0.8,1.2,2.0,14,1,15
Iringa,Iringa,Iringa DC,Ismani,Izazi,Mnadani,267,Mabati,,2.4,,,1,1.6,2.4,4.0,133,7,140
Iringa,Iringa,Iringa DC,Ismani,Izazi,Mnadani,268,Mjimwema,,0.0,,,,0.8,1.2,2.0,11,1,12
Iringa,Iringa,Iringa DC,Ismani,Izazi,Mnadani,269,Kilambakitali,,6.8,1,,,0.8,1.2,2.0,37,1,23
Iringa,Iringa,Iringa DC,Ismani,Migoli,Migoli,270,Nyegere,,0.0,,1,,1.2,1.8,3.0,37,3,67
Iringa,Iringa,Iringa DC,Ismani,Migoli,Mtera,271,Kenya,,0.0,1,,,1.2,1.8,3.0,37,2,45
Iringa,Iringa,Iringa DC,Ismani,Migoli,Mtera,272,Mwanyengo,8.6,,,1,,1.4,2.1,3.5,37,3,60
Iringa,Iringa,Iringa DC,Ismani,Migoli,Maperamengi,273,Mlazo,,0.0,1,,,1.2,1.8,3.0,37,2,36
Iringa,Iringa,Iringa DC,Ismani,Migoli,Makatapola,274,Boma la ng'ombe,,0.0,,,,1.2,1.8,3.0,37,2,36
Iringa,Iringa,Iringa DC,Ismani,Migoli,Makatapola,275,Mtundwa,3.4,,1,,,0.8,1.2,2.0,37,1,16
Iringa,Iringa,Iringa DC,Ismani,Migoli,Makatapola,276,Chapuya,2.6,,,1,,1.2,1.8,3.0,37,3,67
Iringa,Iringa,Iringa DC,Ismani,Migoli,Mbweleli,277,Chamazala,0.5,,1,,,1.1,1.7,2.8,37,1,23
Iringa,Iringa,Iringa DC,Ismani,Migoli,Kinyali,278,Sweco,,0.0,,,,0.5,0.7,1.2,37,1,13
Iringa,Iringa,Iringa DC,Ismani,Migoli,Kinyali,279,Mkombozi,,1.4,1,,,1.1,1.6,2.7,37,2,34
SUB TOTAL,,,,,,279,279,48.3,335.0,225,16,1,309.0,463.6,772.6,"10,235",538,"10,763"
Iringa,Kilolo,Kilolo DC,Kilolo,Dabaga,Magome,1,Magome,,0.0,1,,,1.2,1.8,3.0,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Kimala,2,Ilanzi,,0.0, ,,,1.4,2.1,3.5,24,1,25
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Idunda,3,Lugoli,,2.1,1,,,1.5,2.2,3.7,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Idunda,4,Msasi,,0.0,1,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Mhanga,5,Ngogo,,0.0,1,,,1.0,1.5,2.5,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Mhanga,6,Vikongosa,,0.0,1,,,1.5,2.2,3.7,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Mhanga,7,Mdinda,,1.1,1,,,1.5,2.2,3.7,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Uluti,8,Uluti B,,1.3,1,,,1.2,1.8,3.0,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Kimala,Itonya,9,Tupendane,,1.2,1,,,1.3,1.9,3.2,41,2,43
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Itimbo,10,Lwiva,,2.0,1,,,1.2,1.8,3.0,45,2,47
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Itimbo,11,Ibohola,,1.2,1,,,1.4,2.0,3.4,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Itimbo,12,Lukago A,,5.0,1,,,1.3,1.9,3.2,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Itimbo,13,Lukago B,,1.6,1,,,1.0,1.5,2.5,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Itimbo,14,Ibaning'ombe,,3.8,2,,,2.6,3.9,6.5,114,6,120
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Isoliwaya,15,Mhimbili B,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Isoliwaya,16,Isoliwaya,,0.0, ,,,0.9,1.3,2.2,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Isoliwaya,17,Itulilo,,2.1,1,,,1.2,1.8,3.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Isoliwaya,18,Iligavana,,3.4,1,,,1.2,1.9,3.1,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Idete,19,"Mbagi
",,0.0, ,1,,1.6,2.4,4.0,64,3,67
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Idete,20,Idete,,0.1,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Idete,21,Utaginyi,,0.0, ,,,1.0,1.5,2.5,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Madege,22,Ugele,,1.8,1,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Madege,23,Lwango,,0.0, ,,,1.2,1.8,3.0,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Idete,Madege,24,Mkwalumo,,0.0,1,,,1.2,1.7,2.9,29,2,31
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Idasi,25,Tumaini,,2.6,1,,,1.4,2.2,3.6,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Idasi,26,Kidete,,0.0, ,,,1.0,1.5,2.5,14,1,15
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Mdeke,27,Ndolela,,2.1,1,,,1.4,2.0,3.4,57,3,60
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Mdeke,28,Mifugo,,2.1,1,,,0.6,0.9,1.5,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Ng'ang'ange,29,Sogeza,,0.0, ,,,1.0,1.5,2.5,38,2,40
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'ang'ange,Ng'ang'ange,30,Nyakole,,0.0, ,1,,1.2,1.8,3.0,57,3,60
Iringa,Kilolo,Kilolo DC,Kilolo,Dabaga,Kidabaga,31,Ikelamo,,0.0,1,,,1.0,1.5,2.5,14,1,15
Iringa,Kilolo,Kilolo DC,Kilolo,Dabaga,Lusinga,32,Kilimahewa,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Idegenda,33,Ihuvilo,,0.0, ,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Idegenda,34,Luhiti,,0.0, ,,,1.1,1.7,2.8,41,2,43
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Idegenda,35,Idegenda,,0.0, ,1,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,36,Mwingila,,0.0, ,,,0.8,1.2,2.0,15,1,16
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,37,Ipugulilo,,0.0, ,,,0.5,0.7,1.2,12,1,13
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,38,Itini,,0.0, ,,,1.0,1.6,2.6,15,1,16
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,39,Iboya,,0.0, ,,,0.8,1.2,2.0,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,40,Kitemela,,4.4, ,1,,1.0,1.5,2.5,39,2,41
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Mbawi,41,Ludilo,,0.0, ,,,0.8,1.2,2.0,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Masisiwe,42,Mkolongo,,0.0,1,,,1.0,1.5,2.5,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Masisiwe,43,Mahala,,0.7,1,,,1.2,1.8,3.0,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Masisiwe,44,Ilila,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Masisiwe,45,Wengela,,0.0,1,,,1.1,1.7,2.8,35,2,37
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Nyawegete,46,Lupilo,,1.7,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Masisiwe,Nyawegete,47,Ihongole,,1.8,1,,,1.0,1.5,2.5,28,1,29
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Ng'ingula,48,Lulisa,,0.0,1,,,1.4,2.2,3.6,52,3,55
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Ng'ingula,49,Msengela,,0.0, ,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Ng'ingula,50,Mwang'ingo,,1.4,1,,,1.1,1.7,2.8,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Boma la ng'ombe,51,Mwanzala,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Lyamko,52,Lyamko,,0.0,1,,,1.6,2.4,4.0,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Lyamko,53,Mifugo,,0.0,,,,1.2,1.7,2.9,35,2,37
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Mwatasi,54,Mdendesa,,0.0, ,,,0.8,1.2,2.0,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Mwatasi,55,Mwatasi,,0.0, ,,,1.0,1.6,2.6,48,3,50
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Mwatasi,56,Makolongoni,,1.1, ,,1,1.5,2.2,3.7,95,5,100
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Wangama,57,Magangwe,,1.8,1,,,1.2,1.8,3.0,52,3,55
Iringa,Kilolo,Kilolo DC,Kilolo,Bomalang'ombe,Wangama,58,Kilolo,,1.3,1,,,1.1,1.6,2.7,41,2,43
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Kihesamgagao,59,Mtanga,,0.0, ,1,,1.6,2.4,4.0,75,4,79
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Ng'uruhe,60,Uhanzinyi,,1.4,1,,,1.2,1.8,3.0,36,2,38
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Ng'uruhe,61,Mwibufwi,,1.1,1,,,1.2,1.7,2.9,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Lukani,62,Isengavakiva,,0.0, ,,,1.2,1.8,3.0,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Lukani,63,Ipogolo,,1.5,1,,,1.2,1.8,3.0,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Isuka,64,Wilolesi,,0.0, ,,,1.0,1.4,2.4,14,1,15
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Isuka,65,"Kihanga
",,1.9,1,,,1.0,1.6,2.6,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Isuka,66,Mifugo,,2.4,1,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ukwega,67,Nyahi,,0.0, ,,,1.0,1.6,2.6,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ukwega,68,Kati B,,0.0, ,,,1.4,2.1,3.5,48,3,51
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ukwega,69,Iselebu,,0.0, ,,,1.0,1.5,2.5,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ukwega,70,Mnenuka A,,2.3, ,1,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ukwega,71,Mnenuka B,,0.0, ,,,1.0,1.5,2.5,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ipalamwa,72,Ndege,,0.0, ,1,,1.2,1.8,3.0,45,2,47
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ipalamwa,73,Mifugoni,,0.0, ,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Ipalamwa,74,Ihongole,,0.0, ,,,1.1,1.7,2.8,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Lulindi,75,Kivanga,,0.8, ,1,,1.6,2.4,4.0,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Mkalanga,76,Matambo,,0.0, ,,,1.0,1.4,2.4,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Mkalanga,77,Korintho,,0.0,1,,,1.3,1.9,3.2,46,2,48
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Mkalanga,78,Mkalanga B,,0.0, ,,,1.3,1.9,3.2,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Makungu,79,Mhongola,,3.2,1,,,1.2,1.8,3.0,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Makungu,80,Msufini,,0.0, ,,,1.4,2.2,3.6,36,2,38
Iringa,Kilolo,Kilolo DC,Kilolo,Ukwega,Makungu,81,Mwanilangali,,1.9,1,,,1.3,1.9,3.2,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Kidumka,82,Madasi,,2.0,1,,,1.3,1.9,3.2,52,3,55
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Kidumka,83,Luhapo,,4.0,1,,,1.4,2.2,3.6,14,1,15
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Kising'a,84,Muhemi,,0.8,1,,,1.0,1.6,2.6,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Isele,85,Malambo B ,,0.0, ,1,,1.2,1.8,3.0,85,4,89
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Isele,86,Igalamo,,1.7,1,,,0.8,1.2,2.0,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Kising'a,Barabarambili,87,Malangali,,2.1,1,,,0.9,1.3,2.2,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Lulanzi,88,Ilala C,,0.9, ,1,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Lulanzi,89,Kiswengele,,0.0, ,,,0.9,1.4,2.3,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Lulanzi,90,Ipugulu,,0.3,1,,,1.1,1.7,2.8,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Kilolo,91,Kikuluhe,,2.1, ,1,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Mawambala,92,Kipera,,2.0,1,,,1.1,1.7,2.8,36,2,38
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Mawambala,93,Uleling'ombe,,1.7,1,,,1.4,2.0,3.4,62,3,65
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Winome,94,Njiapanda,,2.7,2,,,2.2,3.2,5.4,101,5,106
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Winome,95,Kilimahewa,,1.6,1,,,1.2,1.8,3.0,59,3,62
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Winome,96,Kiwalali,,1.1,1,,,1.4,2.2,3.6,64,3,67
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Ukumbi,97,Isimike,,0.0, ,,,0.8,1.1,1.9,23,1,24
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Masalali,98,Masalali A,,0.0, ,,,1.0,1.6,2.6,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Masalali,99,Masalali B,,0.0, ,1,,0.9,1.4,2.3,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Masalali,100,Mbeya,,1.0,1,,,1.1,1.6,2.7,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Masege,101,Kipebta,,0.0,1,,,1.3,1.9,3.2,55,3,58
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Masege,102,Lulindi,,0.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Masege,103,Nyautwa,,3.3,1,,,0.8,1.2,2.0,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Ng'uruhe,Masege,104,Luwinda,,0.9,1,,,1.0,1.5,2.5,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Kitowo,105,Uhanyana,,1.2,1,,,1.4,2.2,3.6,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Kitowo,106,Kisengumkiva,,0.0,1,,,1.2,1.8,3.0,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Mtitu,107,Mtitu mashariki,,0.0,1,,,1.2,1.8,3.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Mtitu,Mtitu,108,Masumbo,,2.2,1,,,0.9,1.3,2.2,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Utengule,109,Itengule,,0.0,1,,,1.1,1.6,2.7,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Utengule,110,Magangamatitu,,0.0, ,,,1.0,1.6,2.6,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Utengule,111,Kitumbuka,,1.2,1,,,1.2,1.8,3.0,54,3,57
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Utengule,112,Majengo,,1.8,1,,,1.6,2.4,4.0,62,3,65
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Italula,113,Kibaoni,,0.0,1,,,1.1,1.6,2.7,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Italula,114,Chama,,1.4,1,,,1.1,1.7,2.8,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Italula,115,Mnepelo ,,1.5,25,,,0.8,1.3,2.1,19,1,20
Iringa,Kilolo,Kilolo DC,Kilolo,Ihimbo,Ihimbo,116,Winome,,2.1,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,117,Mabondwa,,6.8,1,,,1.4,2.2,3.6,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,118,Ilawa,,0.0, ,,,0.9,1.3,2.2,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,119,Vikoga,,0.0, ,,,1.4,2.0,3.4,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,120,Msogoli,,1.3, ,1,,0.9,1.4,2.3,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,121,Ng'elema,,2.5,1,,,1.1,1.7,2.8,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,122,Lwanzali,,0.0,1,,,0.8,1.2,2.0,8,0,8
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Udekwa,123,Mitupi ,,0.0, ,1,,1.4,2.1,3.5,64,3,67
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Ifuwa,124,Kidilo,,0.0,1,,,1.0,1.5,2.5,54,3,57
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Ifuwa,125,Mwagidawa,,0.0, ,,,1.1,1.6,2.7,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Ifuwa,126,Kitolomela,,0.0,1,,,1.2,1.7,2.9,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Ifuwa,127,Ikovelo,,0.0, ,,,1.1,1.7,2.8,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Wotalisoli,128,Kihanga B,,0.5,1,,,1.2,1.7,2.9,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Wotalisoli,129,Msegele,,0.0,1,,,1.1,1.6,2.7,24,1,25
Iringa,Kilolo,Kilolo DC,Kilolo,Udekwa,Wotalisoli,130,Vikongwa,,0.0, ,,,1.0,1.5,2.5,34,2,36
