MKOA WA MBEYA ,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,164,Mabwe,,0.6,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,165,Lyale,,3.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,166,Lusungo,,0.5,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,167,Ibunje,,1.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,168,Kakindu,,3.5,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,169,Kifumo,,0.6,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Lupepo,170,Mindolo,,1.1,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Kyosa,171,Kikando,,0.6,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Mboyo,172,Mboyo,,0.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Mboyo,173,Butolo,,3.1,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Lupepo,Mboyo,174,Makandana,,1.6,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Rungwe DC,Rungwe,Kiwira,Ilundo,175,Kanyambala,1.9,,0,1,0,2.8,1.8,4.6,90,2,92
JUMLA NDOGO,,,,,,175,,40.4,180.8,3,181,0,487.6,326.4,814.0,"15,875",349,"16,224"
Mbeya,Rungwe,Busokelo DC,Busokelo,Lufilyo,Kikuba ,1,Katumba,,0.8,0,1,0,2.3,1.5,3.9,75,2,77
Mbeya,Rungwe,Busokelo DC,Busokelo,Lufilyo,Kikuba ,2,Kinela,,1.0,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Rungwe,Busokelo DC,Busokelo,Lufilyo,Kikuba ,3,Kipangamansi,,1.8,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Rungwe,Busokelo DC,Busokelo,Luteba,Ipuguso,4,Ikano,,2.0,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Rungwe,Busokelo DC,Busokelo,Luteba,Ikubo,5,Ibungu,,0.6,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Rungwe,Busokelo DC,Busokelo,Luteba,Ikubo,6,Igembe,,0.6,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Luteba,Ikubo,7,Kikwego,,0.0,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Luteba,Ikubo,8,itebe,,0.9,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Ntaba,Kapulampunguti,9,Ndengele,,0.0,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Rungwe,Busokelo DC,Busokelo,Ntaba,Nsanga,10,Njombe,,1.7,0,1,0,2.3,1.5,3.9,75,2,77
Mbeya,Rungwe,Busokelo DC,Busokelo,Ntaba,Nsanga,11,Lusungo,,0.0,0,1,0,2.3,1.5,3.9,75,2,77
Mbeya,Rungwe,Busokelo DC,Busokelo,Ntaba,Ilamba,12,Lupando,,1.8,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Rungwe,Busokelo DC,Busokelo,Ntaba,Ilamba,13,Kilambo,,2.1,0,1,0,2.6,1.8,4.4,86,2,88
Mbeya,Rungwe,Busokelo DC,Busokelo,Lwangwa,Mbigili,14,Bunyakasege,,1.8,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Rungwe,Busokelo DC,Busokelo,Isange,Bumbigi,15,Lwangilo A,,0.0,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Isange,Bumbigi,16,Lwangilo B,,1.8,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Rungwe,Busokelo DC,Busokelo,Isange,Bumbigi,17,Kititu,,0.8,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Busoka,18,Mbegele,,1.1,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Busoka,19,Kandete,,2.5,0,1,0,2.6,1.8,4.4,86,2,88
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Busoka,20,Butola,,0.8,0,1,0,2.7,1.8,4.5,87,2,89
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kilugu,21,Lusungo,,0.8,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kilugu,22,Mpanda,,0.8,0,1,0,2.5,1.7,4.2,81,2,83
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kilugu,23,Lukwego,,1.3,0,1,0,2.4,1.6,4.1,79,2,81
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kilugu,24,Lupaso,,0.0,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kilugu,25,Ipyana,,1.6,0,1,0,2.9,1.9,4.8,94,2,96
Mbeya,Rungwe,Busokelo DC,Busokelo,Itete,Kibole,26,Ipyasyo,,0.0,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Rungwe,Busokelo DC,Busokelo,Kisegese,Ngeleka,27,Mbuyu,,2.5,0,1,0,2.7,1.8,4.5,87,2,89
Mbeya,Rungwe,Busokelo DC,Busokelo,Kisegese,Ngeleka,28,Isala,,1.6,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Rungwe,Busokelo DC,Busokelo,Kisegese,Ngeleka,29,Mwalesi,,0.0,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Rungwe,Busokelo DC,Busokelo,Kisegese,Kasyabone,30,Ndobo,,3.0,0,1,0,2.7,1.8,4.6,89,2,91
Mbeya,Rungwe,Busokelo DC,Busokelo,Kabula,Kitema,31,Ipyasyo,,1.5,0,1,0,2.3,1.5,3.9,75,2,77
Mbeya,Rungwe,Busokelo DC,Busokelo,Kabula,Kitema,32,Lwale,,4.0,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Rungwe,Busokelo DC,Busokelo,Kabula,Kitema,33,Ngulu,,0.0,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Rungwe,Busokelo DC,Busokelo,Kabula,Kanyelele,34,NTangasale,,0.7,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpata,Kilimansanga,35,Isiba,,1.5,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpata,Kilimansanga,36,Kikuyu,,1.6,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpata,Kilimansanga,37,Ipembe,,3.8,0,1,0,2.3,1.5,3.8,74,2,76
Mbeya,Rungwe,Busokelo DC,Busokelo,Lupata,Lupata,38,Kituli,,2.0,0,1,0,2.0,1.3,3.4,65,2,67
Mbeya,Rungwe,Busokelo DC,Busokelo,Lupata,Mpanda,39,Isumba,,2.0,0,1,0,2.1,1.4,3.5,68,2,70
Mbeya,Rungwe,Busokelo DC,Busokelo,Lupata,Nsoso,40,Kikusya,,0.0,0,1,0,2.1,1.4,3.5,68,2,70
Mbeya,Rungwe,Busokelo DC,Busokelo,Lupata,Ntapisi,41,Lembuka,,3.6,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Rungwe,Busokelo DC,Busokelo,Kandete,Bujingijila ,42,Malambo,,1.9,0,1,0,2.7,1.8,4.5,87,2,89
Mbeya,Rungwe,Busokelo DC,Busokelo,Kandete,Ndala,43,Kisimba,,0.9,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Kandete,Ndala,44,Masebe,,1.0,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpombo,Lusanje,45,Nbamba,,0.5,0,1,0,2.5,1.5,4.0,50,4,54
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpombo,Kasanga,46,Kasanga,,0.9,0,1,0,2.7,1.8,4.6,89,2,91
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpombo,Kasanga,47,Kyejo,,1.3,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Rungwe,Busokelo DC,Busokelo,Mpombo,Ijoka,48,Nsongola,,1.2,0,1,0,2.5,1.5,4.0,50,4,54
JUMLA NDOGO,,,,,,48,,0.0,61.9,0,48,0,122.2,80.2,202.4,"3,728",112,"3,840"
Mbeya,Kyela,Kyela DC,Kyela,Ikama, Ilopa,1,Bugoloka,,0.9,0,2,0,3.7,2.5,6.2,122,2,124
Mbeya,Kyela,Kyela DC,Kyela,Ikama, Ilopa,2,Kyimo,,0.4,0,2,0,4.5,3.0,7.5,148,2,150
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Fubu,3,Mbwata,,1.6,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Fubu,4,Ndondobya,,1.9,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Fubu,5,Seko,,1.2,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Mpunguti,6,Mpunguti B,,0.9,0,1,0,1.8,1.2,3.0,58,1,59
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Mwambusye,7,Busalano,,1.0,0,2,0,3.3,2.2,5.5,108,2,110
Mbeya,Kyela,Kyela DC,Kyela,Ikama,Mwambusye,8,Itiki,,0.9,0,2,0,5.1,3.4,8.5,168,2,170
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Kyangala,9,Kusini ,,1.7,0,2,0,4.8,3.2,8.0,158,2,160
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Kyangala,10,Kaskazin Kati,,0.0,0,2,0,3.3,2.2,5.5,108,2,110
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Kyangala,11,Kaskazin,,0.9,0,2,0,3.6,2.4,6.0,118,2,120
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Ngolela,12,Mbomboke,,2.2,0,1,0,2.9,2.0,4.9,97,1,98
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Talatala,13,Lyongo,,1.6,0,2,0,6.0,4.0,10.0,198,2,200
Mbeya,Kyela,Kyela DC,Kyela,Talatala,Kagogo,14,Masundo,,1.5,0,1,0,2.4,1.6,4.0,78,1,79
Mbeya,Kyela,Kyela DC,Kyela,Muungano,Mwaigoga,15,Ikulu B,,1.0,0,2,0,3.6,2.4,6.0,118,2,120
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Ngamanga,16,Mitugutu,,1.1,1,0,0,1.2,0.8,2.0,39,1,40
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Kanga,17,Kanga B,,0.0,0,1,0,2.4,1.6,4.0,77,2,79
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Kanga,18,Mwangulu,,0.8,0,2,0,4.6,3.1,7.7,152,2,154
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Kiingili,19,Kingili B,,0.9,0,2,0,8.7,5.8,14.5,287,3,290
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Kiingili,20,Lukuju,,0.8,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Kiingili,21,Mahenge,,0.7,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Ikumbilo,22,Kalulya,,0.0,0,2,0,3.3,2.2,5.6,109,2,111
Mbeya,Kyela,Kyela DC,Kyela,Ipinda,Mabunga,23,Nsongola,,1.8,0,1,0,9.0,6.0,15.0,298,2,300
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Kikuba,24,Lufumbi,,1.3,0,1,0,9.0,6.0,15.0,298,2,300
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lukama,25,Lukama Chini,,0.0,0,2,0,3.8,2.5,6.4,125,2,127
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lukwego,26,Kaposo,,0.0,0,2,0,4.4,2.9,7.3,143,2,145
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lusungo,27,Bugema,,0.0,0,1,0,1.8,1.2,3.0,59,1,60
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lusungo,28,Bugogo,,1.7,0,2,0,9.6,6.4,16.0,315,4,319
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lusungo,29,Mpulo,,0.7,0,1,0,2.8,1.8,4.6,91,1,92
Mbeya,Kyela,Kyela DC,Kyela,Lusungo,Lusungo,30,Ntundumbaka,,2.0,1,0,0,0.4,0.3,0.7,12,1,13
Mbeya,Kyela,Kyela DC,Kyela,Makwale,Makwale,31,Mwalisi,,2.0,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Ndobo,32,Busoba,,1.5,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Ndobo,33,Lugombo,,0.7,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Ndobo,34,Matope,,2.5,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Isuba,35,Bujesi,,0.0,1,0,0,1.5,1.0,2.5,49,1,50
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Isuba,36,Mbangamoyo,,0.0,0,2,0,4.5,3.0,7.5,148,2,150
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Sebe,37,Sebe II,,1.9,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Ndobo,Sebe,38,Kindingo,,1.2,0,2,0,3.9,2.6,6.5,128,2,130
Mbeya,Kyela,Kyela DC,Kyela,Matema,Ikombe,39,Busisya,,1.0,0,2,0,8.7,5.8,14.6,289,2,291
Mbeya,Kyela,Kyela DC,Kyela,Matema,Ikombe,40,sumba,,1.0,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Kyela,Kyela DC,Kyela,Matema,Ikombe,41,Lyulilo,,0.0,0,2,0,6.8,4.5,11.3,222,3,225
Mbeya,Kyela,Kyela DC,Kyela,Matema,Ikombe,42,Ikunda,,0.0,0,2,0,3.6,2.4,6.0,119,1,120
Mbeya,Kyela,Kyela DC,Kyela,Matema,Matema,43,Ibungu,,0.0,0,2,0,4.9,3.3,8.2,163,1,164
Mbeya,Kyela,Kyela DC,Kyela,Mababu,Mababu,44,Katumba,,2.5,0,1,0,2.0,2.0,4.0,60,2,62
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Ilondo,45, Ikubo,,1.9,0,2,0,3.8,2.5,6.3,123,2,125
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Ndola,46,Mbegele,,0.0,0,1,0,3.0,2.0,5.0,98,1,99
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Tenende,47,Tenende Chini,,1.6,0,1,0,2.9,2.0,4.9,96,2,98
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Masebe,48,Ilembula,,3.6,0,1,0,2.9,2.0,4.9,96,2,98
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Mwaya,49,Kiputa,,1.4,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Kyela,Kyela DC,Kyela,Mwaya,Mwaya,50,Njisi,,1.0,0,1,0,3.7,2.4,6.1,120,2,122
Mbeya,Kyela,Kyela DC,Kyela,Bujonde,Nnyelele,51,Mahenge,,0.8,0,2,0,3.4,2.3,5.7,112,1,113
Mbeya,Kyela,Kyela DC,Kyela,Bujonde,Nnyelele,52,Ndola,,0.0,0,2,0,4.7,3.1,7.8,154,1,155
Mbeya,Kyela,Kyela DC,Kyela,Bujonde,Lubaga,53,Ikumbo,,1.7,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Kyela,Kyela DC,Kyela,Busale,Busale,54,Lupakano,,2.4,1,0,0,1.4,1.0,2.4,47,1,48
Mbeya,Kyela,Kyela DC,Kyela,Busale,Busale,55,Sumbi,,0.3,1,0,0,1.2,0.8,2.1,40,1,41
Mbeya,Kyela,Kyela DC,Kyela,Busale,Ikomelo,56,Ikombe,,0.9,0,1,0,2.6,1.7,4.3,84,2,86
Mbeya,Kyela,Kyela DC,Kyela,Busale,Ikomelo,57,Mahenge,,2.3,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Kyela,Kyela DC,Kyela,Busale,Ikomelo,58,Busoka,,0.0,0,1,0,1.8,1.2,3.1,60,1,61
Mbeya,Kyela,Kyela DC,Kyela,Ikolo,Muungano,59,Masyabala,,1.7,0,1,0,2.1,1.4,3.5,68,1,69
Mbeya,Kyela,Kyela DC,Kyela,Ikolo,Ikolo,60,Bugoloka,,2.0,0,2,0,4.0,2.7,6.7,132,2,134
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Isaki,61, Isaki II,,0.0,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Katumba,62,Ilopa,,1.6,0,1,0,2.9,2.0,4.9,96,2,98
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Katumba,63,Katumba,,1.5,0,1,0,2.9,2.0,4.9,96,2,98
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Katumba,64,Masoko I,,1.9,0,2,0,4.5,3.0,7.6,148,3,151
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Katumba,65,Mbugujo,,0.7,0,1,0,5.3,3.6,8.9,176,2,178
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Mpunguti,66,Lamya,,2.0,0,1,0,4.1,2.7,6.8,134,2,136
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Mpunguti,67,Itekenya A,,0.0,0,2,0,5.8,3.8,9.6,189,3,192
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Mpunguti,68,Mpunguti A,,0.0,0,2,0,11.7,7.8,19.5,386,3,389
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Mpunguti,69,Mpunguti B,,0.0,0,2,0,10.4,6.9,17.4,344,3,347
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Kabanga,70,Tenende/Temeke,,1.1,0,2,0,9.1,6.1,15.2,301,3,304
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Kabanga,71,Kabanga,,1.1,0,1,0,1.6,1.1,2.7,50,3,53
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Ndwanga,72,Katumbati,,1.2,0,2,0,4.7,3.2,7.9,156,2,158
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Ndwanga,73,Ndwanga A,,1.2,0,1,0,4.7,3.2,7.9,156,2,158
Mbeya,Kyela,Kyela DC,Kyela,Katumbasongwe,Ndwanga,74,Ndwanga B,,1.6,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Kasumulu,75,Ilondo,,2.0,0,1,0,2.4,1.6,4.0,78,1,79
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Mwalisi,76,Itope,,2.0,0,1,0,1.8,1.2,3.0,58,1,59
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Mwalisi,77,Lusungo,,0.6,0,1,0,2.1,1.4,3.5,69,1,70
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Mwalisi,78,Makeje,,2.3,0,1,0,2.1,1.4,3.5,69,1,70
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Ngana,79,Majengo,,1.2,0,2,0,4.1,2.7,6.9,135,2,137
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Ngana,80, Malola,,0.5,1,0,0,1.5,1.0,2.5,48,2,50
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Ngana,81,Mwega,,2.1,0,1,0,2.0,1.3,3.3,64,2,66
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Ngana,82,Mbwata,,1.0,0,1,0,2.0,1.3,3.3,64,2,66
Mbeya,Kyela,Kyela DC,Kyela,Ngana,Ushirika,83,Mapalakata,,2.0,0,2,0,7.5,5.0,12.5,248,2,250
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Itenya,84,Ijumba,,0.8,0,2,0,3.8,2.5,6.3,124,2,126
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Itenya,85,Isuba,,1.0,0,1,0,2.6,1.7,4.4,86,1,87
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Itenya,86,Mbangala,,1.0,0,1,0,3.0,2.0,5.0,98,1,99
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Ngonga,87,Kiputa,,0.9,0,1,0,3.0,2.0,5.0,98,1,99
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Ngonga,88,Iringa,,0.6,0,2,0,10.2,6.8,17.0,337,3,340
Mbeya,Kyela,Kyela DC,Kyela,Ngonga,Ngonga,89,Magege,,0.7,0,1,0,1.9,1.2,3.1,61,1,62
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Buponela,90,Lusungo,,0.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Kyijila,91,Ibonde,,0.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Kyijila,92,Igombanila,,1.3,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Sinyanga,93,Bulanga,,4.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Sinyanga,94,Ilopa,,0.9,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Nkokwa,Sinyanga,95,Nkokwa Kanisani,,1.8,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Ipande,Maendeleo,96,Kikole B,,0.8,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Ipande,Konjula,97,Kipela,,1.8,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Kyela,Kyela DC,Kyela,Ipande,Njugilo,98,Kasama B,,0.9,0,1,0,2.8,1.8,4.6,90,2,92
JUMLA NDOGO,,,,,,98,,0.0,109.0,6,129,0,360.7,244.4,605.1,"11,811",183,"11,994"
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Kibaoni,1,Ilolo 'A',,1.4,0,1,0,6.9,4.6,11.6,229,2,231
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Kibaoni,2,Ilolo 'B',,0.6,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Ihahi,3,Lupanga,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Ihahi,4,Mahelela,,5.4,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Mwaluma,5,Majengo mapya,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Mwaluma,6,Mapogoro,,0.5,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ihahi,Ihahi ,7,Mngolongolo,,3.4,0,2,0,9.4,6.3,15.7,310,4,314
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Iwalanje,8,Salikova,,11.2,0,1,0,3.0,2.0,5.0,97,3,100
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Iwalanje,9,Kinyilongo,,4.8,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Iwalanje,10,Mgona,,5.2,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Ikanutwa,11,Lyambogolo 'A',,0.0,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Ikanutwa,12,Kichanganyi,,0.0,0,2,0,10.5,7.0,17.5,347,3,350
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Ikanutwa,13,Nyamajojolo,,4.8,0,2,0,3.3,2.2,5.5,108,2,110
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Vikaye,14,Mfwalulenga,,2.5,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Vikaye,15,Kipangala,,4.7,0,2,0,6.3,4.2,10.5,204,6,210
Mbeya,Mbarali,Mbarali DC,Mbarali,Igava,Vikaye,16,Ukwava,,2.8,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Chamoto,17,Godauni,,2.0,0,2,0,6.0,4.0,10.0,198,2,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Chamoto,18,Majimaji,,0.0,0,2,0,6.3,4.2,10.5,209,1,210
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Chamoto,19,Betania,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Chamoto,20,Mpakani,,0.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Chamoto,21,Mkuyuni,,0.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Runwa,22,Mapunga,,2.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,23,Lyovela,,2.9,0,2,0,6.0,4.0,10.0,198,2,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,24,Mganga,,3.0,0,2,0,4.5,3.0,7.5,148,2,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,25,Mpogoro,,0.6,0,2,0,4.8,3.2,8.0,157,3,160
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,26,Mkwajuni,,1.6,0,2,0,8.4,5.6,14.0,276,4,280
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,27,Gomoshelo,,0.5,0,2,0,8.7,5.8,14.5,286,4,290
