MKOA WA RUKWA ,,,,,,,,Scope of works,,,,,,,,,,,TAPPING POINT,ACCESSIBILITY,,,REMAKS
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total,,CAR,M/C,FOOT,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Ilanga,150,Masatwe,-,2.9,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Kalakala,151,Ukanda wa ziwa B,-,3.9,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Kalakala,152,Mkamanye,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Kalakala,153,Kapilika,-,0.0,1,,,1.4,0.6,2.0,75,5,80,-65.00,-135,-200,-205.00,-275
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Kalakala,154,Kalakala,-,-,1,,,1.4,0.6,2.0,75,5,80,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Isangwa,155,Kanwankonko,-,5.2,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Isangwa,156,Mapoko,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Isangwa,157,Ndepuke,-,2.1,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Isangwa,158,Kamoko,-,2.6,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Muze,Isangwa,159,Isangwa,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza A,160,Kilambwa,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza A,161,Masishe,-,0.4,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza A,162,Kikoko,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza A,163,Kaloleni,-,-,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza B,164,Miembeni,-,0.0,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza B,165,Mikuyuni,-,-,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza B,166,Katoo,-,-,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,Kalumbaleza B,167,Makala,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja,168,Mnazimmoja,-,,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja,169,Mlia,-,,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja Asilia,170,Mnazimmoja kati,-,-,1,,,1.4,0.6,2.0,60,4,64,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja Asilia,171,Kasisi,-,-,1,,,1.4,0.6,2.0,60,4,64,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja Asilia,172,Kasinga,-,-,1,,,1.4,0.6,2.0,60,4,64,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalumbaleza,MnaziMmoja Asilia,173,Indoo,-,-,1,,,1.4,0.6,2.0,60,4,64,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,174,kizumbi,-,0.2,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,175,Mwenge,-,-,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,176,Kikwale ,-,0.0,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,177,Mitobo A,-,-,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,178,Kipenzi,-,0.0,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,179,Izia,-,-,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Mfinga,180,Kavuu( Miembeni),-,0.0,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Kasekela,181,Kiku,-,0.4,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Kasekela,182,Kala,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Kasekela,183,Mtukula,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Kasekela,184,Mitobo,-,,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Kasekela,185,Kasekela,-,-,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Msila,186,Mtakuja,-,1.5,1,,,1.4,0.6,2.0,60,3,63,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Msila,187,Msila,-,-,1,,,1.4,0.6,2.0,60,3,63,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mfinga,Msila,188,Kavuu,-,2.0,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mpete,189,Makwangu,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mpete,190,Itimba,-,-,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mpete,191,Namamba,-,0.0,1,,,1.4,0.6,2.0,65,5,70,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Nkwilo,192,Ipilula,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Nkwilo,193,Lusando,-,0.0,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Nkwilo,194,Matete,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Nkwilo,195,Kitenu,-,1.7,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mtapenda,196,Kastamu,-,,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mtapenda,197,Kizumbi,-,0.0,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mwadui,Mtapenda,198,Mtapenda,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Milepa,199,Manengwe,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Milepa,200,Mbulu,-,0.0,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Milepa,201,Niwe,-,0.6,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Milepa,202,Milepa,-,0.5,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Milepa,203,Mwila,-,0.4,1,,,1.4,0.6,2.0,70,3,73,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kinambo,204,Lundi ,-,0.4,1,,,1.4,0.6,2.0,70,4,74,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kinambo,205,Unyele,-,0.4,1,,,1.4,0.6,2.0,70,4,74,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kinambo,206,Kanyala,-,0.6,1,,,1.4,0.6,2.0,70,4,74,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kinambo,207,Kinambo,-,-,1,,,1.4,0.6,2.0,70,4,74,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Mayenje,208,Chikoma,-,0.0,1,,,1.4,0.6,2.0,70,4,74,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Mayenje,209,Kalembo,-,0.3,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Mayenje,210,Nsongole,-,0.0,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Mayenje,211,Mayenje,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kisa,212,Kalole,-,0.0,1,,,1.4,0.6,2.0,65,4,69,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kisa,213,Misufini,-,-,1,,,1.4,0.6,2.0,65,4,69,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kisa,214,Kisulo,-,0.2,1,,,1.4,0.6,2.0,65,4,69,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kisa,215,Masisi,-,2.6,1,,,1.4,0.6,2.0,65,4,69,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Kisa,216,Ngala,-,0.3,1,,,1.4,0.6,2.0,65,4,69,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Msia,217,Nzovwe,-,-,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Msia,218,Kalelelya,-,0.4,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Msia,219,Ntapi,-,0.5,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Milepa,Msia,220,Ninga,-,0.4,1,,,1.4,0.6,2.0,70,5,75,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Ntumbi,221,Ntumbi kati,-,0.4,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Ntumbi,222,Nkukwa,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Kapewa,223,Majengo,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Kapewa,224,Kapewa,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Mtetezi,225,Ivukutwa,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Mtetezi,226,Mtetezi,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Mpui,Mtetezi,227,Nkungwe,-,2.8,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Kilembo,228,Kasamvu,-,6.8,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Kilembo,229,Nakupata,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Kilembo,230,Kimbili,-,0.4,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Kilembo,231,Itala,-,-,1,,,1.4,0.6,2.0,20,2,22,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mshani,232,Kisa,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mshani,233,Majengo,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mshani,234,Nandeka,-,0.8,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mshani,235,Kalambo,-,0.5,1,,,1.4,0.6,2.0,20,2,22,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mlombo,236,Mlombo,-,-,1,,,1.4,0.6,2.0,150,5,155,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mlombo,237,Kipoma,-,1.0,1,,,1.4,0.6,2.0,50,5,55,,,,,INACCESSIBLE
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kalambanzite,Mlombo,238,Msine ,-,0.4,1,,,1.4,0.6,2.0,150,5,155,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Ikozi,239,Ikozi Kati B,-,-,1,,,1.4,0.6,2.0,150,5,155,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Ikozi,240,Kisalala,-,0.0,1,,,1.4,0.6,2.0,20,2,22,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Ikozi,241,Msamvu,-,0.9,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Ikozi,242,Lula,-,0.0,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Kazwila,243,Kivuko,-,1.0,1,,,1.4,0.6,2.0,60,5,65,,,,,INACCESSIBLE
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Kazwila,244,Kaloleni,-,0.0,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Kazwila,245,Legezamwendo,-,-,1,,,1.4,0.6,2.0,60,5,65,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Tentula,246,Mtakuja,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Tentula,247,Tentula kati,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Tentula,248,Namonka A,-,0.4,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Tentula,249,Kavuna,-,5.2,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Ikozi,Tentula,250,Namonka B,-,6.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Sandulula,251,Mlinga,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Sandulula,252,Mwati,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Sandulula,253,Maweni,-,2.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Sandulula,254,Isuku,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Sandulula,255,Stendi,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Mumba ,256,Kambautwa,-,1.9,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Mumba ,257,Chungwe,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Mumba ,258,Mumbakati,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Kalole,259,Kancho,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Kalole,260,Visela,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Kalole,261,Kalole,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Kalole,262,Kambiala,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Sandulula,Kalole,263,Tulambwe,-,1.1,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa A,264,Kawala “A”,-,0.0,1,,,1.4,0.6,2.0,200,5,205,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa A,265,Kawala “B”,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa A,266,Majengo,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa A,267,Kalemasha,-,-,1,,,1.4,0.6,2.0,130,5,135,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Mkunda,268,Msoko,-,-,1,,,1.4,0.6,2.0,130,5,135,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Mkunda,269,Senga,-,1.2,1,,,1.4,0.6,2.0,140,2,142,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Mkunda,270,Kipoko,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Mkunda,271,Kazimwanda,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Mkunda,272,Mkunda,-,-,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,ltela,273,Itela,-,0.0,1,,,1.4,0.6,2.0,100,2,102,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,ltela,274,Itetemya,-,-,1,,,1.4,0.6,2.0,100,2,102,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,ltela,275,Mulanondo,-,0.2,1,,,1.4,0.6,2.0,100,2,102,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa B,276,Mlandizi,-,-,1,,,1.4,0.6,2.0,150,5,155,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa B,277,Mpona,-,2.4,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa B,278,Kaloleni,-,0.0,1,,,1.4,0.6,2.0,80,5,85,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Kaengesa,Kaengesa B,279,Magomeni,-,-,1,,,1.4,0.6,2.0,150,5,155,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kianda,280,Magomeni A,-,-,1,,,1.4,0.6,2.0,80,3,83,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kianda,281,Magomeni B,-,0.3,1,,,1.4,0.6,2.0,80,3,83,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kianda,282,Ndelemvi,-,0.7,1,,,1.4,0.6,2.0,80,3,83,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kianda,283,Kaloleni,-,0.4,1,,,1.4,0.6,2.0,80,3,83,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kianda,284,Manje,-,0.0,1,,,1.4,0.6,2.0,80,3,83,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kazi,285,Sonje,-,0.6,1,,,1.4,0.6,2.0,80,2,82,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kazi,286,Chamiku,-,5.5,1,,,1.4,0.6,2.0,80,2,82,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lyangalile,Kazi,287,Kazi,-,-,1,,,1.4,0.6,2.0,80,2,82,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Lula,288,Kawimbe B,-,1.4,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Lula,289,Kawimbe A,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Lula,290,Mkamba,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Lula,291,Kitipa ,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Lula,292,Lula,-,0.7,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Chitete,293,Mshulumke,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Chitete,294,Kitipa,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Chitete,295,Namanunka,-,1.1,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Chitete,296,Tunko,-,0.6,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela, Kanda,Chitete,297,Maweni,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lusaka,298,Kamuwa,-,0.4,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lusaka,299,Chokoma,-,0.3,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lusaka,300,Kawala,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lusaka,301,Lusaka,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lowe ,302,Msunda,-,6.5,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lowe ,303,Mzimula,-,0.4,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lowe ,304,Mwaya,-,0.4,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lowe ,305,Lowe,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Lowe ,306,Malapwa  ,-,0.4,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kizumbi,307,Komba,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kizumbi,308,Makala,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kizumbi,309,Ngomeni,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kizumbi,310,Kiyale,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kizumbi,311,Cholwa,-,1.0,1,,,1.4,0.6,2.0,50,3,53,,,,,INACCESSIBLE
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Mpembano,312,Kenya,-,0.9,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Mpembano,313,Msuzu,-,0.0,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Mpembano,314,Mpembano,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kamnyazya,315,Mbalamwene,-,0.9,1,,,1.4,0.6,2.0,50,3,53,,,,,
Rukwa,Sumbawanga,Sumbawanga DC,Kwela,Lusaka,Kamnyazya,316,Kamnyazya,-,-,1,,,1.4,0.6,2.0,50,3,53,,,,,
