MKOA WA RUKWA ,,,,,,,,Scope of works,,,,,,,,,,,TAPPING POINT,ACCESSIBILITY,,,REMAKS
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total,,CAR,M/C,FOOT,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwimbi,Chipapa,114,Chipapa ''C'',0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwimbi,Chipapa,115,Iyala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwimbi,Chipapa,116,Chanza,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Mnamba ,117,Ndundundu ,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Mnamba ,118,Kalungu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Kantalemwa ,119,Mwandizo ,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Kantalemwa ,120,Mwaya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Kantalemwa ,121,Mchenje,0.0,0.8,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Luse ,122,Luse,0.0,0.3,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Luse ,123,Chunya ,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Luse ,124,Kizia,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Luse ,125,Maeka ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Mtula ,126,Mtula ,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Mtula ,127,Msongwe,0.0,1.2,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Mtula ,128,Chonzi,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Msipazi ,129,Mkumbi,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Msipazi ,130,Wizanembo,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Msipazi ,131,Mipapa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mnamba,Msipazi ,132,Kazumba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kalembe,133,Kange,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kalembe,134,Katundulu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kalembe,135,Mazia,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kalembe,136,Kalimila,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Tunyi,137,"Tunyi ""A""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Tunyi,138,"Tunyi ""B""",0.0,2.1,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Tunyi,139,Maulu B,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Tunyi,140,Maulu A,0.0,0.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Tunyi,141,Chiku,0.0,2.6,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Utengule,142,Nchenje,0.0,1.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Utengule,143,Utengule,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Utengule,144,Mshete,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Ilonga,145,Ilonga,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Ilonga,146,Kagwa,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Ilonga,147,Kampala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Mzungwa,148,"Mzungwa ""A""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Mzungwa,149,"Mzungwa ""B""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kasusu,150,Mzumwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kasusu,151,Kasusu,0.0,0.2,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwe Nkoswe,Kasusu,152,Kampala,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,Kasusu,153,Chilupu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,Kasusu,154,Chilupu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,Kale,155,Tanga,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,Kale,156,Kale,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,Kale,157,Mula,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,"Kalepula ""A""",158,KASELA,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,"Kalepula ""A""",159,Lolesha,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Ulumi,"Kalepula ""B""",160,Ilambilamfuzi,0.0,6.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,161,Nyanzwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,162,Miputu,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,163,Lutumba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,164,Namema,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,165,Mtwanche,0.0,0.5,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kiundinamema,166,Kiundi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,167,Nyanzwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,168,Ilolesha ,0.0,13.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,169,Madibila,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,170,Mchese,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,171,Kavumbo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Madibila,172,Isale,0.0,14.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kazozya ,173,Sume,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kazozya ,174,Kazozya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Kazozya ,175,Malamusu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,176,Mfwemo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,177,Chosa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,178,Lunda,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,179,Kambala,0.0,0.5,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,180,Kamisuku,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,181,Chesa,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,182,Kasa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mpanga,183,Kamisuku B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mambwekenya,184,Kilosa,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mambwekenya,185,Kikonde,0.0,0.8,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mambwekenya,186,Mambwekenya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mambwekenya,Mambwekenya,187,Kawezya,0.0,0.8,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Legeza Mwendo,188,Mkambaku,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Legeza Mwendo,189,Luanda,0.0,8.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mkombo,190,"Chulasitu ""A""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mkombo,191,"Chulastu ""B""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mkombo,192,Mkombo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mkombo,193,Masazi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mkombo,194,Kinambo ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mombo,195,Mashete,0.0,8.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mombo,196,Majengo ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mombo,197,Mombokaku,0.0,3.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mlenje ,198,Vwawa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mlenje ,199,Uhuru ,0.0,4.5,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Legeza Mwendo,Mlenje ,200,Kawezya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Kazila,201,Itala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Kazila,202,Kalemba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Kazila,203,Malangali,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Kazila,204,Nsangu,0.0,1.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Mpenje,205,Lingamila,0.0,0.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Mpenje,206,Maswepa,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Mpenje,207,Mpenje,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Msoma,208,Sengelema,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Msoma,209,Wisale,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Mwazye,210,Kanyalakata,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Mwazye,Mwazye,211,"KAPATA ""A""",0.0,0.3,1,,,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Katazi,212,Wala,0.0,0.9,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Katazi,213,KaTangazi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Katazi,214,Kasakalawe,0.0,0.6,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Ninga,215,Nswela,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Ninga,216,Nsenga,0.0,0.4,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Ninga,217,Kamungu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Mwaya,218,Vyanzu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Kafukula,219,Kapatu,0.0,0.6,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Kafukula,220,Kafukula,0.0,0.6,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Katazi,Kafukula,221,Ntakomolwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Kanyezi,222,Kanyezi Kati,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Kanyezi,223,Chikwala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Kanyezi,224,Kamisuku,0.0,2.9,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Chalatila,225,Mwawa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Chalatila,226,Kazovwe,0.0,0.2,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Chalatila,227,Nkako,0.0,0.8,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Chisambo,228,Mtula,0.0,0.2,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Majengo,229,Namkonda,0.0,5.6,1,,,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kanyezi ,Majengo,230,Chisambo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kilesha,231,Kilesha,0.0,1.1,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kilesha,232,Kakoma,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kambo,233,Milaza,0.0,0.3,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kambo,234,Kilambo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kambo,235,Kaloleni,0.0,0.9,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Itekesha,236,Madebe ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Itekesha,237,Kagera,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Itekesha,238,Itekesha,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Itekesha,239,Seketa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Itekesha,240,Mizumbi,0.0,1.7,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Ilango,241,Kambalile,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Ilango,242,Kasa,0.0,0.5,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kifone,243,Lemi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kifone,244,Nsundu,0.0,0.6,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Kalambo,Kalambo DC,Kalambo,Kilesha,Kifone,245,Kifone,0.0,0.2,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
JUMLA NDOGO,,,,,,245,,0.0,141.0,245,12,0,343.0,147.0,490.0,"12,250",490,"12,740",,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Chala,Kacheche,1,Katete,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Chala,Kacheche,2,Ntengo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Chala,Londokazi,3,Upendo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Chala,Londokazi,4,Mageuzi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Chala,Londokazi,5,Mtapenda,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu A,6,Mtukula,0.0,0.4,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu A,7,Ilolesha,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu A,8,Kamaso,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu A,9,Namala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu A,10,Mbingilwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu B,11,Mileshe,0.0,0.3,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu B,12,Mkutano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kasu B,13,Masinyumbi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Katani,14,Nachiamba,0.0,0.7,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Katani,15,Kawala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Katani,16,Nkovyo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Katani,17,Msokozi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Katani,18,Kaungo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Milundikwa,19,Mshikamano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Milundikwa,20,Fuzi,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Milundikwa,21,Mtapenda,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Milundikwa,22,Kipili,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Milundikwa,23,Kijiweni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Malongwe,24,Mileshe,0.0,0.4,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Malongwe,25,Luli,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Malongwe,26,Kaulangumi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Malongwe,27,Ilonga,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
